locusId,sysName,gene,desc,"D,L-Lactate (C)",D-Alanine (N),D-Fructose (C),D-Galactose (C),D-Galacturonic Acid (C),D-Galacturonic Acid (C) M9,D-Galacturonic Acid (C) MOPS,D-Gluconic Acid (C),D-Glucosamine Hydrochloride (C),D-Glucose (C),D-Glucose (C) M9,D-Glucose (C) MOPS,D-Glucose-6-Phosphate (C),D-Glucuronic Acid (C),D-Lactate (C),D-Maltose (C),D-Mannitol (C),D-Mannose (C),D-Ribose (C),D-Serine (C),D-Serine (N),D-Sorbitol (C),D-Trehalose (C),D-Xylose (C),Fumarate (C),Gly-DL-Asp (N),Gly-Glu (N),Glycerol (C),Glycine (N),Glycolic Acid (C),L-Alanine (N),L-Arginine (N),L-Asparagine (N),L-Aspartic Acid (N),L-Fucose (C),L-Glutamine (N),L-Malic (C),L-Serine (N),LB,NAG (C),Putrescine (N),Sucrose (C),a-Ketoglutaric (C),acetate (C),casaminos (C),casaminos (N),pyruvate (C),succinate (C)
14411,b0273,argF,"CP4-6 prophage; ornithine carbamoyltransferase 2, chain F (NCBI)",0.07883128569179554,0.1435188511347865,0.162879376309115,-0.02427572667992705,0.0154137917621896,0.17197212521491,0.161141959279605,0.10378180939165986,0.152341105979294,0.16150948522650999,-0.256013817699042,0.03607147433935905,0.072689625060262,0.11752074448210295,0.17966734109731902,0.15728100743241752,0.1278995304559498,0.254585132042987,-0.002273170583268501,0.2957341748572776,0.0305709306907472,-0.0849603771534984,-0.08327790324857484,0.10757590009678945,0.412904472525369,-0.0387974300103467,0.07625146832502669,0.181769266921559,0.289946961112579,0.19638888416927103,0.026582463055066702,-0.11479375043870844,0.07677348044018,0.183078924120891,0.220306146864785,0.009113720894313004,0.07655118238678406,0.0590666252309592,0.154500741586006,0.0182877171404635,0.1439578957492355,0.08224498154822055,0.28511175614816653,0.09130842360529201,0.058478683014537944,0.05949499268079265,0.072227926032724,0.1566768604858615
14524,b0386,proC,pyrroline-5-carboxylate reductase (NCBI),-4.57708672464781,-4.826532325186805,-4.45997711639207,-4.581230991142149,-5.21031750197387,-4.54467805853672,-2.7693840204052202,-4.512289043991645,-5.07209613406201,-4.578250025378885,-3.8975954519198,-0.29237219164055,-5.321344527937249,-5.559744235663575,-5.37635815233688,-4.174053816142115,-5.3411491083698355,-4.190021649770105,-5.13878051524844,-4.1221206009240445,-4.023642015298685,-4.319782644578325,-5.5192315345932546,-4.433277214287665,-2.47603535657961,-5.4015733733805344,-4.462420861955855,-4.192823414556895,-4.42046387995112,-4.02873378574658,-2.97418331190723,-3.3945460098861098,-4.751691514800585,-4.88108213529713,-4.214302601660441,-4.37285356574421,-4.49617483712108,-2.323604758736925,-0.0166860366441783,-3.9693912929092,-4.8473209476180354,-4.8353312596963605,-5.04956948622575,-5.09609259305524,-0.651208629198612,0.0833246276656469,-3.98473809034982,-4.89260447376561
14756,b0619,citA,sensory histidine kinase in two-component regulatory system with citB (NCBI),0.041670627771967506,-0.03997242573623774,-0.0140286875051235,0.041010734294829446,-0.24140841450932798,-0.29890727446323,-0.10263274018783569,-0.0034090460781085463,-0.1191650480132797,0.02029641518581335,0.0419699967466562,0.07380167492237225,0.040460425248597345,-0.20985159307581702,0.17480044120467048,0.0363632741198685,0.11598761012403694,-0.006112821330547004,-0.03198734512930955,0.0078022909146857,-0.04761661431808595,0.03244543083152105,-0.015726101878066,0.026238261456492152,-0.331811336715673,-0.221868223979098,-0.0856597118996642,0.052410511370163795,0.0238023628121947,0.076110788935848,0.006021734083915993,-0.1197728509784402,0.00013293804839119988,0.0233624271728583,-0.09473897209019645,0.03820395888591545,-0.11989649172391095,-0.09404614475602764,-0.261811321295963,0.09205039338347071,-0.13140050618883298,0.0367649025160692,-0.10884420757830726,-0.39174279238022347,0.24644243650756398,0.14212912885065965,-0.012325040282508703,-0.322673782532814
14757,b0620,citB,DNA-binding response regulator in two-component regulatory system with citA (NCBI),-0.028523481611934902,0.03283831132768739,0.02160258383019035,0.10840079640695469,0.11203767877393919,-0.107492243440367,0.01606810258498415,0.195216938179732,0.052941265194221196,0.0082538588027118,-0.145418229159764,-0.0956588668373515,0.11978144986354655,0.06423562587593751,-0.01811901978534465,0.0461700965480124,0.08481838806495835,0.025168221983084448,0.1798253993710195,-0.17916779620868,-0.10385640157329395,0.0457861325547726,0.029418701833145648,0.04666833187704725,-0.0080047205069586,0.09087783110266756,0.055571382901319896,0.0343398298325545,0.0313773365769824,0.06696181317829085,0.0391612130711496,0.07073311018178269,-0.0794874719389977,-0.07171397942365725,-0.0363190756122064,-0.029460681623095446,0.221565111878412,0.09199855961815405,0.0442829793125638,0.0992328142709744,0.154260822407304,0.1016842890812889,0.193721468977417,0.114470016661148,0.05103193192625635,-0.015494833151412,0.06221187022997385,0.1071998775410788
14818,b0688,pgm,phosphoglucomutase (NCBI),-1.004556156044376,-1.481122657970245,-1.1712526239835706,-2.695540830112605,-1.011660954997204,-0.393254377981363,-0.1508499964799,-0.39462172762825254,-1.926531968286795,-0.624148649229235,-0.63116960095674,0.097841771767735,-0.9522499795099325,0.2084609936347635,-2.746559374952085,-1.925483923740685,-0.7100554293690355,-0.578525598671738,-3.476680340781275,1.2796106900154485,0.239180381981077,-1.571396202715595,-2.996660112079735,-1.90352716992582,-1.61853097839962,-1.43871476888738,-1.647674415479785,-1.9367255677594502,0.17427746597181598,-4.001684224041545,-0.25530831057792547,-0.7206014642657235,-0.7833301814627756,-0.2933998919890335,-0.3871525709670715,-0.469952561144298,-4.189933896573665,0.1630314148038715,-0.34807865568065,-1.150274421253965,-1.67809013190904,-0.896960298709289,-4.477979651016215,-3.246744744978925,-1.260596224395455,-0.1242105935566191,-0.4808301316567835,-3.8370414465497698
14852,b0720,gltA,citrate synthase (NCBI),-4.420126669239905,-4.4381213569396545,-3.28702887234224,-3.982987019416205,-5.130790511578505,-3.99926068249623,-0.1718091320461856,-2.605224210850505,-3.740993537057765,-3.944101847898345,-3.20510306726245,0.1262228352081819,-4.472391402242115,-3.77159879103935,-5.017753571355945,-4.07556653416521,-3.565345998691725,-3.330680131303715,-4.30185531330658,-0.12931479530643203,-3.25927874731202,-2.704783165211075,-3.378432808637295,-3.202883188180865,-2.27547084288657,-3.3296791009096,0.297176057982454,-3.355641668813525,-4.25472807897126,-2.6670641821085797,-3.8890885666704,-0.7695161798813396,-4.127138640179045,-1.524148749325155,-3.509065412063015,0.0592736991772299,-3.9213026251507355,-0.6571804450312511,-0.249801575430762,-3.201125044302795,-4.580823303547765,-3.11569787904171,-2.375697997924865,-4.709813222592695,-2.3646710903040953,0.02458508097685916,-3.51803434915102,-2.699646753924255
14867,b0735,ybgE,conserved inner membrane protein (NCBI),0.4094074457283545,0.3184386951351625,0.2526560931903545,0.12826603593243577,-0.0034646185059489,0.600218090327279,0.192668250180627,0.3050644212899055,0.3233739374882455,0.2447815239608555,0.278274639631795,0.1417418059957863,0.1271392270810907,0.394359617174445,0.307218433611855,0.235300205898681,0.22180583275133697,0.062375339033478604,0.36269969879421504,0.3465586044439845,0.1744688309180275,0.07606872146975949,0.1416289128493027,-0.0131339509246281,-0.158919054376586,0.2982211703890655,0.1450667672239799,0.09433715059882179,0.199466792318429,-0.08134967084281175,0.169056021906413,0.17790268752018668,0.183987995307118,0.359368793007119,0.16103394623838152,0.038805457729864906,0.02782775249175515,0.1699090612291135,-0.0917573327632156,0.3952438707192705,-0.0668504059085672,0.311043616004099,0.23878154135745067,-0.030152163068803445,0.533180879027477,0.22688051415808955,0.34941137537099,-0.2554304298601565
14880,b0755,gpmA,phosphoglyceromutase (NCBI),-0.363560673827382,-0.3381063858080937,-1.122593680534865,-0.36599577544692896,-0.2702176433277995,-0.375520381542373,0.216251618405109,-0.5075264008178405,0.0375310385556315,-1.2196429907324784,-2.05553411388283,0.1287995803826375,-0.3561609071517265,-0.07772040358750001,-0.35648465976931853,-1.1357317604663335,-1.1417514613699675,-0.785230998785304,-0.75882741804247,-0.542233734596336,-0.4955531209105155,-1.0898818359765898,-0.7884651747098606,-0.9725733842500646,-0.0767523079019674,-0.2162586444244815,0.12218662255212995,-0.6768767891951151,-0.032342186219561,-0.1289607232745032,-0.5517114893443205,0.4195215215497625,-0.779626585603744,-0.0134023027287543,-0.2575950670973285,-0.3689036085850995,0.023321593745409652,-0.01479942637708855,-0.128226448085303,-1.144247667568468,-0.010798176241262003,-1.0312019675078914,-0.20846790532275578,-0.7956916520928825,0.1140033980489337,-0.16302043229714255,0.0745517285416176,-0.16010035871273973
15031,b0907,serC,phosphoserine aminotransferase (NCBI),-5.745319863861525,-6.6745176678342695,-5.19184743004851,-5.2741834773897995,-6.31807897177389,-4.97749969175689,-5.53322198232129,-5.111212538126345,-6.389942344709785,-5.219094030814885,-4.83506794393588,-5.67350136935382,-6.832624037440775,-5.60063434335386,-6.266094880613465,-5.326528339541885,-5.989928323661115,-4.86168984020168,-5.357830484479365,-5.09380300581084,-5.874865332233295,-5.17560434880631,-5.513439691783455,-5.4627281704494255,-3.01586273280695,-6.163447913430424,-2.33877644144258,-3.23133195014441,-3.709530247861215,-4.802087167061365,-5.66416464872508,-4.4572278680823345,-5.71857036155259,-6.073060605623295,-4.82598006662708,-4.81460574011685,-5.364939418110145,-3.730947038403415,-0.298771078819333,-5.501724741862359,-4.108780548900115,-6.292241034593555,-5.80335355659438,-5.627933719853175,-2.656119192441115,-4.872982940327475,-4.31386164288189,-4.5342171137062195
15032,b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase (NCBI),-4.76142035406854,-4.847660360810584,-5.35418106939598,-4.73403682429143,-5.212629094469335,-4.2693984463517,-0.1896235113053095,-5.0213674954695495,-5.20068066785107,-5.008668797566315,-3.67899090400764,-0.187411493105675,-5.656141439051504,-5.211874631382569,-5.32090161609603,-4.959810585467455,-5.453780759920676,-5.006404120562051,-4.477843083034605,-4.1100303501649655,-4.846361141187585,-5.3432943790039005,-5.348976860487505,-4.840753909890945,-2.26891904036383,-5.43319025107871,-4.20333283779193,-4.613201132300905,-5.17341492782934,-3.9054716675809997,-4.806979843356055,-3.19716831809856,-5.2650206768759595,-4.824129295263215,-4.65178706854519,-5.154879542966466,-4.489963478334965,-4.239284668052835,-0.200102353633372,-5.102878114012965,-4.3817890213575,-5.142719901691635,-4.833179334578105,-4.68051731270184,-2.57917774319484,-2.515247631602695,-4.222617415932885,-4.1387839751602495
15052,b0928,aspC,"aspartate aminotransferase, PLP-dependent (NCBI)",-1.41098648530836,-2.60541337336781,-2.09369025637011,-1.782109703373235,-3.10690370231238,-2.33957923589262,-0.4282729774021305,-2.0509791544196148,-1.21578576335913,-2.11507782633187,-3.07631023438147,-0.0602202734540347,-3.839180830315125,-3.05554948953582,-1.39323530143732,-2.4094702036320097,-2.909502040937785,-1.776313198672635,-1.583707024244755,-3.76862942188326,-2.889336450045085,-1.93570457298357,-2.00509650273336,-2.19502176257503,-0.57433319968759,-0.05157847802161255,-2.6377004367572248,-2.62773271732453,-1.5605114835516098,-1.86010496103039,-0.9690906144029086,-0.8860618900837389,-0.46903281675025754,-0.6061761483153265,-1.94099505037927,-1.42389758589804,-1.1234891619051148,-0.8956888954266364,0.0936447569441429,-2.24442009550596,-2.17812516328445,-2.38982242120571,-1.267806969715265,-1.67872962638333,-2.1948775902364153,-0.19705867445469274,-2.009166622905215,-0.4711493236414875
15380,b1260,trpA,tryptophan synthase subunit alpha (NCBI),-6.624369484256525,-5.93539182114439,-6.73019332522436,-5.222457576571105,-5.20363429662404,-6.23635916567346,0.11745781450503084,-4.859737839637165,-6.649984041609596,-5.29310518990885,-5.00535251195637,0.06784466535700154,-5.015477513631344,-6.25988105607254,-6.6027470544336,-5.752871852225065,-7.379253369993475,-6.677898381735391,-4.537822416428225,-4.80014133768738,-4.71386962733708,-6.61553304528751,-6.890792800267375,-4.5988213280346155,-3.90115962801457,-7.94333681331862,-4.06168394168273,-2.462922435731765,-4.23444980816216,-5.723962949820505,-4.7884105492535,-4.52662554369574,-6.483009687367256,-4.665149049299285,-4.991882887319055,-4.970079587928145,-5.83498824546977,-3.7809579100217903,0.218729268414367,-5.37275290993802,-5.421760045340745,-7.020924865777641,-6.612238900770345,-6.73253886060679,-4.6064341455310895,-6.54442402479941,-4.74550523888205,-5.38375784341593
15381,b1261,trpB,tryptophan synthase subunit beta (NCBI),-5.357424491290335,-5.66218517766651,-5.723111558915645,-5.58126429665304,-6.061542797236665,-5.4453466079116,-0.0367125602544283,-6.116289090522709,-6.833758097501355,-3.9593933234378698,-5.47258679226575,0.20980824913749,-6.888736469653139,-6.099641367708346,-6.1963810587568595,-4.17729110108106,-6.884687942288215,-5.82387959376958,-5.699932608536315,-4.565907209517309,-6.02769132737265,-4.521411732933575,-6.853883139396665,-5.23842946697697,-3.00006497894747,-5.245784609955519,-5.770573998024055,-2.629540205140185,-5.699252240057675,-3.665406586402585,-3.721634607165755,-4.875989419784055,-6.77447601404199,-5.473825150322854,-5.499034819844335,-4.875368084478235,-5.86524315944502,-3.028434050194095,0.058954025963685,-5.450660381384045,-4.21150911934883,-5.5709553854945355,-6.527001740033545,-6.66870187712793,-6.08420150872683,-6.03348140638911,-5.222927984037501,-3.9111617183990353
15382,b1262,trpC,N-(5-phosphoribosyl)anthranilate isomerase and indole-3-glycerolphosphate synthetase (VIMSS),-2.8445574415004,-3.392374717625155,-2.755837711431635,-2.54970592574438,-3.245294479885585,-3.4294993478615,-0.05907096205859724,-2.188831181329885,-3.08351557626471,-2.9244329183435847,-3.85799763728787,0.11415769760473346,-3.378487763660905,-2.681882532333675,-2.301508038354675,-3.0415830352686752,-2.781204717395045,-3.19827019256061,-2.4817328132452348,-1.92780094823534,-3.007492872428685,-3.1360736326674203,-3.27617324963398,-3.40286349181818,-0.656512203739434,-4.2137504379539745,-2.126113501411095,-2.831737814009435,-3.1342203072605104,-2.4423331710362497,-2.366436359977815,-1.421650197868445,-3.26460452906382,-2.81409512487214,-2.798918260807035,-2.728222688166695,-2.380582157753505,-2.14693922559333,0.0552150167940091,-2.93063430945594,-2.32975193793924,-3.5651994225416948,-2.27082076227183,-2.78760555607395,-3.8839756882519403,-3.781101045748875,-1.9790480708151599,-2.130260908765595
15383,b1263,trpD,bifunctional indole-3-glycerol-phosphate synthase/anthranilate phosphoribosyltransferase (NCBI),-3.2170284549778447,-3.088629255046285,-3.148681315967215,-2.3326882766160297,-3.133079508085435,-2.82804908027118,-0.0257319996913615,-2.311883042932195,-4.04418872368023,-3.96824847780758,-3.63130036149837,0.618597084339675,-4.15083887550645,-1.3971821405461902,-2.329172038177065,-3.83279201248044,-2.173198822724635,-2.182971092394695,-2.315464269974525,-0.9585260465614556,-4.5342054515311006,-2.73403927437484,-2.944873504091225,-4.943843855636585,-1.92295321913439,-5.440439881609005,-1.9456408962479452,-1.678756098573865,-3.77967660846601,-3.304875014934445,-2.439300213738035,-1.836571111939025,-3.224143797271425,-2.798781303295165,-4.823893394789435,-3.226635035772245,-2.71578223372744,-2.5016022421697652,0.588134483396096,-2.856911208919455,-3.3248652387923148,-3.7753782680835046,-1.2984084002628475,-1.49006543495064,-3.91003409104242,-4.50359572669365,-2.5627385828899154,-2.545169332288685
15384,b1264,trpE,anthranilate synthase component I (NCBI),-1.5223331310372399,-2.5118403711574304,-2.099041129840475,-1.70011620061553,-1.44782775473695,-2.34087132498926,0.011163737055301699,-1.507482775581445,-1.66056632427524,-2.20073479928632,-3.14446858498498,-0.0211945058817109,-2.18393152066133,-1.310451545781765,-1.5439113884689801,-2.7158058024539398,-1.571280030051415,-1.91165690968007,-1.3400010295644,-1.048577360665405,-2.3509413061983846,-2.1557306701326153,-2.4737046978169053,-2.95120170883793,-0.432463674037536,-2.64552658870249,-1.3721891215051851,-1.462950652399925,-2.152930881776785,-2.4827793022025553,-1.22761433491313,-0.9050019425578555,-2.11249690770554,-2.12711690350685,-1.770734006986245,-2.63002927122875,-1.0983408161734611,-1.4045351171619,0.248619823706822,-2.22627760475979,-1.501042882148055,-2.3213596789525104,-0.5538855145469239,-1.40055136227689,-3.8703798580175253,-3.44736988934672,-1.27563247982463,-0.9398725314670071
15812,b1693,aroD,3-dehydroquinate dehydratase (NCBI),-5.390479636300225,-5.9126560562926045,-5.700072743602934,-4.789555880639075,-6.11259275959925,-4.3743228654992,-0.570499588338648,-5.0764280778437545,-6.0482646431671,-5.5236660020272,-3.93128327496033,-0.5619225350041595,-6.026194101894324,-5.9695596426867095,-6.229498674176025,-5.401569522204015,-6.473356064269155,-5.51177652648923,-4.69648348033744,-5.379732626425755,-5.312776344241345,-5.69009565437797,-5.597378297202815,-5.736693957211495,-2.92902658732038,-5.943625264232455,-5.168673080184565,-4.189039935342285,-6.085788037250429,-4.505729163216785,-4.940204905358765,-4.01158700731123,-5.808013033229065,-5.57804029781976,-3.987836691707685,-5.4544745754915755,-5.431474499502615,-4.188836306850559,0.350396031900523,-4.65622072491563,-4.85490652679643,-6.111532954629469,-5.63684732445354,-5.15893094155177,-3.45569538452743,-2.4473363207299,-3.90822627592955,-4.4508009515902796
15823,b1704,aroH,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible (NCBI)",-0.24986888764877602,-0.2162506709876965,-0.203217845189119,-0.24570430079458197,-0.13031832747686203,-0.02784643376394,-0.078633709052629,0.1005388021489905,-0.36265863792923103,-0.17987124726353976,0.0635037233973774,-0.1383221923508623,-0.2092388264722725,-0.263761686210668,-0.343674959305294,-0.5251825477848865,0.00872632049506035,-0.2638111707885535,-0.3624816566573475,-0.9257379956628305,-0.4916054987250195,0.0391403707986681,-0.6572606166160511,-0.3889166360114015,-1.3748964123518,-0.1266884274017043,-0.13912014328708155,-0.039674641721698226,-0.07458917403248101,-1.0858343357635576,-0.1738375213445165,-0.209483631878157,-0.1219424709376615,-0.16300388241622799,-0.2956527918137835,-0.31277563197889247,-0.8074674034379595,0.007672999755631951,0.503732490298658,-0.030953807438288947,-0.3098286081041736,-0.3273374787098625,-0.651353409220799,-0.6679458122353881,-2.34149956005839,-1.0546712595212775,-0.2334291835095329,-0.9574846911881115
16127,b2019,hisG,ATP phosphoribosyltransferase (NCBI),-5.256220108874235,-6.706294470771085,-4.3360722669229155,-4.43885852961122,-6.18305365443854,-4.8694885823749,0.14619392197392134,-4.545159798692225,-5.360605790251685,-3.256157475384775,-3.66988974011822,-0.252372748990768,-5.95658877899469,-6.624903940255486,-5.533639485643031,-4.735292984729905,-6.833389753886885,-6.022499020245325,-5.21647034432266,-4.239226457759,-4.980505547852595,-4.95466793838515,-4.34978096707268,-4.423718969577705,-2.58087983729015,-6.9428379572687,-4.008045603003465,-5.351570219613135,-6.6917365270127505,-4.1719677315229795,-3.567539905229385,-2.792424056530275,-5.358237731792665,-5.264817769940845,-5.35352870250006,-4.095961589000855,-4.517632416918655,-4.15245023340628,-0.172882946789252,-4.722513356341709,-5.64444087569855,-4.26910647259475,-6.84348402246719,-5.7394022210730355,-0.147838875028281,-0.148219557817955,-4.152330994171795,-5.17327262934025
