locusId,sysName,gene,desc,"D,L-Lactate (C)",D-Alanine (N),D-Fructose (C),D-Galactose (C),D-Galacturonic Acid (C),D-Galacturonic Acid (C) M9,D-Galacturonic Acid (C) MOPS,D-Gluconic Acid (C),D-Glucosamine Hydrochloride (C),D-Glucose (C),D-Glucose (C) M9,D-Glucose (C) MOPS,D-Glucose-6-Phosphate (C),D-Glucuronic Acid (C),D-Lactate (C),D-Maltose (C),D-Mannitol (C),D-Mannose (C),D-Ribose (C),D-Serine (C),D-Serine (N),D-Sorbitol (C),D-Trehalose (C),D-Xylose (C),Fumarate (C),Gly-DL-Asp (N),Gly-Glu (N),Glycerol (C),Glycine (N),Glycolic Acid (C),L-Alanine (N),L-Arginine (N),L-Asparagine (N),L-Aspartic Acid (N),L-Fucose (C),L-Glutamine (N),L-Malic (C),L-Serine (N),LB,NAG (C),Putrescine (N),Sucrose (C),a-Ketoglutaric (C),acetate (C),casaminos (C),casaminos (N),pyruvate (C),succinate (C)
17085,b3008,metC,cystathionine beta-lyase (NCBI),-3.334962079528685,-2.203736311847575,-3.55341183966858,-3.153651116254645,-4.516834671026659,-4.60063784461512,0.04685038699098834,-4.02609140535178,-4.65779405471503,-3.177613875800695,-3.37699536319736,0.032450009794642555,-5.01498336333276,-4.19037212444263,-3.236400245697425,-3.44120570941457,-4.861945103294945,-3.5452063145384702,-3.5304389236541303,-0.6832184037757769,-2.0584871734656103,-3.8585176538310053,-3.74542505885978,-3.4951437854245597,-1.60785154528145,-5.3703775408634495,-3.77542349214979,-3.7260518508618947,-2.760243546914345,-3.08626246173272,-1.1665200490721048,-0.595283894912195,-2.70211374706328,-2.94070508824066,-3.25873288050461,-3.949994223045395,-4.8535243907486105,-1.42201204849951,-0.0436826112628106,-3.92456831576845,-4.72926657711164,-3.688363063225345,-4.22168471622664,-5.041636031217995,0.0265129814244488,-0.1222460099923699,-2.754089698571555,-4.50308116653564
17244,b3172,argG,argininosuccinate synthase (NCBI),-4.659586099525015,-5.269245135785855,-3.928712964711695,-4.69965098206011,-5.163793143811731,-4.31452658459296,-0.05046428731819635,-3.8651754306807904,-4.611863811551775,-3.465682998834355,-3.85509242851287,-0.0457657778692173,-5.53135380904615,-5.14449954294789,-5.28576976016832,-3.9130822703651296,-5.63749550384268,-4.17421325942847,-3.905514808910175,-3.36245804791549,-4.55801316612388,-4.2570142584629345,-4.32823631388076,-4.922380024465355,-2.34404071918979,-5.856848807438615,-4.98621820549104,-4.17441695521255,-5.128779775347789,-4.318545888313,-4.243461158925405,0.002945539416621998,-4.698438744518555,-5.201180578630195,-4.125682264451514,-3.2088855424842446,-4.221673087484085,-2.5180865347227703,0.185492187459872,-3.71537858655865,-5.14439929532959,-3.90843814175847,-5.304718044457404,-5.26692830760128,-0.1400422057017917,-0.25927122165558003,-3.74080710698708,-4.57200841795189
17344,b3281,aroE,"dehydroshikimate reductase, NAD(P)-binding (NCBI)",-4.9915120907654,-5.38405612081171,-5.74146618950885,-4.914458100924746,-5.643951071239685,-4.59889321227431,-0.3851878564800125,-5.560893113020945,-5.510050749646529,-5.371862624792735,-4.49884055894791,-0.293875879668798,-5.978157437246835,-5.6670515640618,-5.436298937537465,-5.41709785503472,-6.01169114372158,-5.19296178505611,-4.913762458881751,-4.463595011807535,-5.27819202198521,-5.625189084832915,-5.457099942662005,-4.859375148744135,-2.87725758954607,-5.975051807785675,-4.5145300972000655,-4.276388551804375,-5.138068413829741,-3.9578955565933853,-5.1075082346278,-3.5693212102840253,-5.710102388760185,-5.235428228265075,-4.525982133974095,-5.456277553345235,-4.82125446178209,-4.651675978255875,0.107354421901019,-5.16301188611016,-4.787067755802945,-5.436048584698245,-5.33686346787151,-4.86512974613256,-3.752327629346995,-2.661459040729465,-3.86051187860404,-4.82242872033884
17422,b3359,argD,bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase (NCBI),-0.07204807375874775,0.007304099166948951,-0.15587715139380498,-0.0237082851806482,-0.45607914008308004,-0.353700142061413,0.008147322938727448,-0.407280596243934,0.013836757080124652,-0.2781395134963795,-0.124922281490869,0.07371365881376035,-1.85280971758831,-0.5424365358573745,0.0452816711456283,0.00945135662406505,-0.1176343865174575,-0.04829476605012705,0.11884198813514704,-0.3253949838993655,-0.304614825697353,-0.039452326655517005,0.0513300099323927,-0.022806409379516054,0.0317480054640504,-0.4866080790710225,-0.049108813605843654,-0.06651977679606516,0.09642589356875506,0.021313830663531902,-0.0032531925437949485,-0.02068980155469305,-0.5842610200939156,-0.1843932614227545,-0.35751595678897097,-0.5010726203616305,0.01238524501857375,-0.182215354835267,0.0820940652165112,-0.241610846292441,-0.0393980519336974,-0.677536971944818,0.22946196225500648,0.06969717158278085,0.056908238220989,-0.05599992625877505,-0.19550935946125653,-0.38621182092558304
17452,b3389,aroB,3-dehydroquinate synthase (NCBI),-5.2179499464806405,-5.82470813359343,-5.746928618165665,-5.006858416874855,-6.05701916291864,-5.05683800920698,-0.3104307268882855,-5.510238061924525,-5.751890101320949,-5.24300392033364,-4.5171423290401,-0.0853852357042334,-5.86255125768511,-5.93507726716329,-5.70966751594049,-5.12899863094085,-5.8920800441749,-5.0381751899350355,-4.715320603514096,-4.492101284396165,-5.042034808418805,-5.877787891275915,-5.549076720251705,-5.441279536428015,-2.47405427605066,-5.992609584923475,-5.1757331268367,-2.786765249216145,-5.47462897455814,-3.79905886843539,-4.945081678670875,-3.2129146379032347,-5.48625340055313,-5.83455353689317,-4.731788206177464,-4.94308890776335,-4.90373601021985,-4.596766663541326,-0.141297371919409,-5.250592873759411,-5.23584512878939,-5.58221566602227,-5.59913033197282,-5.14916731361426,-3.396464238405965,-2.821730119562555,-3.9679332211222103,-4.6747152416914055
17731,b3671,ilvB,acetolactate synthase large subunit (NCBI),-0.783328773294843,-2.180772019387245,-2.67958543294951,-3.2421381277145054,-1.637973706993705,-2.03614033562715,0.04458449486552115,-2.323060340481015,-4.184919097087045,-2.5573606999177647,-2.03097058710039,0.0087668905369093,-3.7755318969733898,-0.2975944438135645,-1.443711300877685,-4.2786190105125,-2.855208042935465,-2.5346501682931253,-3.65411343387341,1.50343629315544,-1.3292294109941651,-3.4335951650131804,-3.700035986650625,-3.9811380249835446,-0.86779335816703,-2.897222597689575,-2.044557622018265,-3.094395461797535,-1.31464363622938,-3.11252762922497,-2.166367101635175,-0.331519284384456,-3.1414561272444903,-1.9820183626345451,-1.9757887626588402,-3.124559549538305,-2.164262326050305,-1.563127839637375,-0.0093216144685281,-3.0396398893709202,-3.25336957158148,-3.05786400299302,-0.6462522127977235,-3.233332493941655,0.031237301470630703,0.044605923542575046,0.591139884682789,-1.37337801004633
17824,b3772,ilvA,threonine dehydratase (NCBI),-3.73215022242693,-4.23425461428834,-4.528003693948024,-4.7164408208333946,-3.64998216029158,-3.81071395653967,0.0211856763606639,-3.423709842812165,-4.681046096144315,-3.055371501673955,-3.41567111444913,0.010333533412897701,-4.64730080364783,-2.160546900207215,-4.996050287710315,-4.458488401589269,-5.42676085933263,-4.814667636079005,-4.057456870117409,-1.98055988200959,-3.092448217237355,-4.5740946830211,-4.61369722174089,-4.38622535187767,-1.67108364716129,-4.918120376803895,-2.94219848370365,-4.1085630722479305,-2.6219268992734204,-2.37317205512092,-2.799185102346195,-0.9962247891343811,-4.30466093730592,-4.842707530084295,-3.6537407084537046,-3.42387955955067,-4.54283421312745,-3.18362109605249,0.0778736752540399,-3.59339196854398,-4.79004088436115,-3.768205025010025,-4.96558241447708,-4.3168906715622,0.0214112829179438,-0.039789759770972,-2.805151135639905,-3.9659640603842954
17826,b3774,ilvC,ketol-acid reductoisomerase (NCBI),-4.931976316276501,-5.298859153179205,-4.99585555918692,-5.294352496366296,-5.982783794026425,-4.8498456184892,-0.00585584507940955,-5.372027693206039,-5.756995369656405,-4.384594763520321,-5.040727432199,0.004700843533681848,-6.149003688862475,-5.388627690885015,-5.547983177347755,-4.5458213029063455,-5.96277922261829,-5.5248675733422505,-4.892074732277695,-4.187377658892824,-5.37995259335361,-4.86754375420179,-5.58581895096946,-4.8856693612207245,-2.8344569624308,-5.27485199829717,-3.869220115914675,-4.264002229967446,-3.8590782236106698,-4.53477790768697,-4.3859023480319905,-1.932836979984125,-5.927234455592744,-5.31544249696018,-4.6622685360722205,-5.04667223050641,-5.079227151941045,-4.923180371116575,-0.118405059707987,-4.5290063395327,-5.251226995504205,-5.28414025914396,-5.856821485497445,-5.5919650169553154,-0.04514706626124225,0.141833950068908,-3.87497482405145,-4.9229741660876805
17877,b3829,metE,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase (NCBI),-4.560652059510975,-4.8502455877708055,-4.13485160667846,-4.2323919912891945,-5.288515661055415,-4.49241325942173,0.0920974396319612,-4.55753757634399,-4.914354052435885,-3.786677639845765,-4.30915467935773,0.1140170072211565,-5.115930656716285,-4.923784572867335,-4.638499479361441,-4.31254704584039,-5.11148831019489,-4.43998163407995,-5.159629089658241,-3.7259222261929903,-4.163299526527284,-4.55686887838891,-4.129633618802255,-4.574984673301195,-2.61505512331899,-5.199361118480135,-3.9257296640039,-4.33588496886035,-4.67737905346702,-3.8823436759674452,-3.666169189364685,-3.50391620700981,-4.55674905320088,-4.72222550284433,-4.204418401679915,-3.4589216578809996,-4.4174442749311496,-3.612711172127635,-0.0100322453002855,-3.9997268537233746,-4.413024691435785,-4.816190240762024,-4.703103002226265,-4.376864647265265,0.036096652551262896,0.10648872522408995,-3.64458454593749,-4.178451992434814
17910,b3870,glnA,glutamine synthetase (NCBI),-3.782217857216315,-3.240206843126925,-3.76792902616166,-3.236986754830135,-3.77634789717165,-2.96724663165057,-0.84518160785703,-3.52188634918478,-3.779973245570085,-3.37929241163973,-2.12085197801102,-1.4806905088766444,-3.520745008295595,-3.822735464894365,-3.50280256256345,-3.39699553484499,-3.5287057324760998,-3.7355754901977303,-3.45709887077817,-3.002276688360615,-3.1747983472715298,-3.5625953763899503,-3.54781166863526,-3.614588637032425,-0.777324423072451,-3.6298925061640803,-3.619598037429075,-3.321902015150685,-3.602498048718565,-3.18253439598332,-3.47835661698237,-2.321871345954575,-3.711404496972325,-3.3601243920793147,-3.5417080312540348,-2.201318113364565,-3.0865607312692402,-3.5606846630290603,-0.0556486387023258,-3.640185391058555,-3.704184025989675,-3.5129088772085852,-3.35025460250518,-3.5344453920652246,-3.51484494563278,-3.3937240130819797,-3.377508921217315,-3.5469467557675554
17978,b3939,metB,cystathionine gamma-synthase (NCBI),-3.26486109364272,-0.968173640014505,-2.831781713345865,-3.184173097174245,-4.073815159115365,-4.4266666397918,-0.10838292576533506,-3.9423590788182747,-3.679705985612915,-3.14883576658166,-2.77777938134196,-0.10392602884383051,-4.85361519686527,-3.874357760795025,-2.391322520157275,-3.1344290556880248,-5.40611955801345,-2.9183624979419154,-3.58991113301572,-0.9689747714802155,-2.3487627279734697,-3.27536391052738,-4.001398044592275,-3.44517293616364,-2.04155342701531,-4.08371933191298,-2.0979482600226698,-3.187562193709625,-1.2414805281848151,-3.46172871960555,-0.17010857083217795,-0.549789803105437,-1.484830457499425,-2.92418397549642,-2.89915258128836,-3.565839527183485,-4.261301884323725,-0.30042966255498177,0.0882214791641356,-3.3891259888369847,-4.764484006914955,-3.572891414407285,-3.09743915615053,-2.02193453032592,-0.26232530412474797,-0.181632770780117,-2.3603300683799597,-5.006961258996755
17996,b3957,argE,acetylornithine deacetylase (NCBI),-3.283240373035145,-4.55640499741241,-3.2933451986812496,-4.7302582417478,-4.384472714861316,-4.37963603469432,-0.0637597940764661,-3.26017784204439,-4.310687135660505,-2.7416354687359004,-3.4165601989261,-0.07262043983035105,-4.90627078210908,-4.527751710396165,-4.13988087543601,-3.30236758999808,-4.645124612374525,-3.3301242711247,-4.08684666676906,-2.03310566234442,-3.74669307798293,-3.6531216981957253,-3.329082941530305,-3.64557168126168,-1.95354806091942,-6.24780914832707,-3.775022208378475,-3.3378526473841097,-2.5865939960372,-5.09101882018013,-1.3537337797192301,-0.10481451461230075,-4.33300135706826,-4.683197366481879,-2.959011997610915,-2.419202924498455,-4.42452641108747,-1.240442257411565,0.0041171044627541,-3.380992035109995,-4.81329533543743,-3.722335793745445,-3.3512472732627048,-3.42384048388456,-0.1057495075353362,-0.13582658352373211,-2.886943931214605,-3.760022578631885
17997,b3958,argC,N-acetyl-gamma-glutamyl-phosphate reductase (NCBI),-2.9615333463597153,-4.688048938592905,-3.1869509421693554,-4.3356383354025745,-4.101070064092485,-4.47952926781778,-0.057878563859220744,-3.134455334830095,-4.15442516955036,-3.02406573388591,-3.57977229288504,-0.07361026820677069,-4.982102991275591,-4.1348619134793605,-3.49194427770797,-2.727093781537965,-4.4904345731287005,-3.01839778372977,-3.3970030573261853,-1.7063225138838698,-3.7869859441162896,-3.1235040647980448,-3.19526231703801,-3.229739422585675,-1.75702758494876,-6.602330459380525,-3.03600037321921,-3.2533870652519497,-1.9951900898402402,-3.8388081649696053,-1.34486860727387,0.10736317610823645,-4.26991062641335,-4.12949601110632,-2.7116989835231298,-2.4951529488319197,-4.086278800486095,-1.201275934462305,-0.174571925107294,-3.187071905973755,-4.551938370248055,-3.3674630079268697,-3.32241172757564,-3.5533627578303646,0.004537381245247905,-0.030159501854244552,-2.41870471270162,-4.1118402918070895
17998,b3959,argB,acetylglutamate kinase (RefSeq),-2.69090029432682,-4.18016091994539,-3.2517673622582004,-4.80722228620872,-4.200550282346925,-3.56162544521354,0.011055679442646002,-3.00065903553674,-4.1376367118069695,-2.8454075142020647,-3.23504043354698,-0.05110031786005445,-4.851258123446005,-4.110479134803365,-3.505944360318665,-2.8609224104796054,-4.70637993786643,-2.9069955775225447,-3.0909513123298797,-2.303230192107015,-3.2772041925709097,-3.245189160318305,-3.291425957328815,-2.9086089394238304,-1.48563261140741,-6.185957613388675,-3.0216239564957803,-3.243313013760665,-2.35402957511972,-4.310814302378225,-1.1564538431361249,0.477048812067063,-3.838350195395365,-4.548009710966375,-2.9585779528829947,-2.523892337079155,-3.971409423641595,-1.29561320603142,-0.0909564244042609,-3.199953586949235,-4.26029177210256,-3.508730113959605,-3.08761783265637,-3.179740822582275,0.02504047703181155,-0.24249164679215301,-2.760530094883145,-3.60548705412628
17999,b3960,argH,argininosuccinate lyase (NCBI),-4.45234228912882,-5.07619963093436,-4.368540126973295,-4.95136439295441,-5.35756981719482,-4.74199487645714,0.07107858397615925,-4.30298234032474,-5.2675148044210705,-3.299258765579515,-3.54871039557385,0.0292467422436147,-5.820857425946345,-5.81086052016164,-5.44144132798518,-3.8575992105543646,-5.88130106934112,-5.000793714371815,-4.11671193767053,-3.659085751047995,-4.44897839601105,-4.193636178081819,-4.13597906221242,-4.626520757941815,-2.41073788324301,-6.11760066608264,-4.9904476665756,-4.5651849460625,-4.84132128177469,-4.1839677987352,-3.73700366598358,0.870970153286255,-5.64251575793351,-5.21615787009627,-3.7026135492521153,-4.06004748124951,-4.52922051919351,-2.7292877480380904,0.0317945568299309,-4.00639556176651,-4.63578445606298,-4.270816121525395,-5.478350289537865,-5.238975568908375,0.06008319268240455,-0.1331516658554433,-3.82696837381471,-4.13419575962393
18041,b4013,metA,homoserine O-succinyltransferase (NCBI),-1.93085588307875,0.116777781948586,-2.5605419242975103,-2.561585352085145,-3.0545444995219,-4.43366050856364,0.172944026375895,-2.9619015003085947,-3.116435360520765,-2.1839055848434348,-2.80087944002557,0.211574025724464,-4.280461410255885,-2.839538416395465,-2.21789926297987,-1.9555871309536852,-5.65986224109526,-2.547637505299855,-3.431621680976455,-0.321116742131008,-1.7812699231534799,-2.616330261794135,-3.158112102888585,-2.401320765001075,-1.63812437302865,-3.036927607006575,-0.739224189718289,-2.248842650150165,-0.8726735474672684,-3.61255597371549,-0.02378040753817285,-0.03135501147570251,-0.3177321463692485,-1.27999961850727,-2.553126332622295,-2.793377099184495,-3.7191279841407248,-0.42380128525742605,0.258976623035142,-2.9534713324882897,-2.5871714856623047,-3.453227397925665,-1.9519930914963148,-1.3041650731368262,0.1964293235386175,0.16200685191351666,-1.57211761116513,-4.115100647674505
18052,b4024,lysC,aspartate kinase III (NCBI),0.0021330594643987994,-0.29047435902220653,-0.28692965285283,-0.12073395340848661,-0.5420409758550055,-0.0407418994471556,0.0151333661695342,-0.38576045044879603,-0.187274761767011,-0.3792557707719105,-0.357312803869878,0.0524663801446211,-0.6304480382509214,-1.1739408985023099,0.09576413724260195,-0.2911720898273345,-0.311961834081638,-0.2695956783568025,-1.0152231206121698,0.0770690272266043,0.050419235364784605,-0.2590938963320775,-0.249644491379174,-0.2709814154090925,0.43974321729073,-0.9581908137132705,-0.756673707716814,-0.441569699234743,-0.214804460205407,-1.22700840983517,-0.0016224673454461498,0.0597116414341773,-0.259328786096306,0.006705981314139801,-0.1865916776023585,-0.23834688177429803,0.12306626739127191,-0.24164382932086997,0.0608051558196152,-0.3735463514447735,1.0156123015374114,-0.39993094624653547,0.1422758917863535,-0.14713816078411152,0.0638201883153498,0.09052414944134175,-0.1575813879067656,0.28236903195547347
18082,b4054,tyrB,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent (NCBI)",-0.7028428021737425,-0.9686300098881719,-0.21215884899154547,-0.05983437121222715,-0.355024845445461,-0.545261391395252,-0.014355720298577054,-0.3175139358815675,0.0023673742144619467,-0.210588921790841,-0.246738221474277,-0.009702079689456002,-0.6714404088434115,-0.1931845746239355,-0.22830977416132653,-0.0384945639197071,-0.199102316809501,-0.06057538105099371,-0.2909259860374185,0.10240282870501839,-0.444314451086944,-0.06914731428195495,-0.01153877332460235,-0.17087910555289,-1.22354668158138,-1.655833878219915,-0.253137207097513,-0.12119635036983525,-0.14999251916697348,-0.615652021994394,-0.21698639930747848,-0.1500531403352205,-0.831978888656396,-0.3748768794172255,-0.5797300142100665,-0.472169211873281,-1.33563737436875,-0.11038507537629705,0.0951180533435567,-0.207848907898128,-0.9750069242579915,-0.4031519060444385,0.1899005255093975,-0.08102524225193546,-0.11753193457734046,-0.1112199932855213,0.0730697214150376,-1.1051117304359
18409,b4388,serB,3-phosphoserine phosphatase (NCBI),-4.64152897166492,-5.54460723605928,-5.185840880997166,-3.8669896119976555,-5.78957340431299,-4.1836368896757,-0.713770445636136,-4.92280386146218,-5.068909194176185,-5.113692813525805,-3.92743979866146,-0.13381450944797607,-5.03588539452974,-5.334047122209855,-5.173074710346665,-5.026324914473115,-5.413671973265225,-5.267102347814905,-4.616717682107025,-4.357288223350215,-5.27087520165388,-5.2101178877632695,-5.59440995441485,-4.899905140363705,-2.22794748656017,-1.919935903870695,-1.605019787432095,-3.1156697309529147,-0.35330268698359,-4.717279952846985,-5.55096435200407,-3.39321110627248,-4.94758047893777,-4.989153669245971,-4.64309153486252,-5.155573316803115,-5.137839571289035,0.2125738270716225,0.0282739932131952,-5.008254399179915,-4.429183775587885,-5.333107937216595,-4.82751113410239,-4.736695665958635,-0.8500431722042345,-2.24179263097156,-4.110352363591785,-4.80492047036745
1937004,b3390,aroK,shikimate kinase I (NCBI),-3.5507259094109296,-3.277199958506155,-3.675976973246975,-3.5014750691001453,-4.748238919117441,-1.97575920031835,-1.36407422800854,-3.298854794420225,-3.36158089547925,-3.203897768130345,-2.57266256959428,-0.41732462054730846,-4.74168767761717,-3.480413328216505,-4.70446184132253,-3.7753303359620096,-3.6856258555508097,-3.263206739718985,-3.7283144885895654,-3.998633575639225,-3.236835542209735,-4.401589510318915,-4.042794573925035,-4.1033438386748,-1.74192390190541,-2.74494155622321,-2.1223324491474553,-4.14963678691738,-3.33957635687191,-2.87297771345293,-2.24366462534552,-1.937996417775285,-4.106695726869825,-2.28244995681286,-3.485751480433865,-2.91895754024934,-4.10263443603593,-2.876354712265975,-1.26676661703328,-3.7791891870009104,-3.72866424997334,-3.244946776790275,-3.979304837354415,-4.15338476279716,-2.4907011798417,-2.1362292987483498,-2.830543915424985,-3.528989376749795
1937119,b3770,ilvE,branched-chain amino acid aminotransferase (NCBI),-5.364319157290749,-4.87118969390941,-5.013020728066046,-5.389443367538945,-5.441100815027835,-4.64256948146923,0.1768846613471305,-5.152995561678665,-5.486437958378565,-3.596048793161955,-4.19006165935218,0.12447614511100735,-5.53886075933444,-5.863437995038365,-5.466493824591749,-4.301359775221735,-5.6822196945206205,-4.995829292373205,-4.350770911998685,-4.04448194117144,-4.966674003187094,-5.051835168155555,-4.96102853702957,-5.10159099844934,-2.31753880666796,-6.03697356143827,-4.373800797780065,-3.67841510173096,-5.168456127530195,-3.86998014152512,-3.473365158438825,-3.80069594173943,-5.35741710320924,-5.3405220815236945,-4.752683338743685,-4.78705937958335,-4.701951426015105,-4.036765504903925,0.0585493957259193,-4.168549174974855,-4.58959648237609,-4.856681472204816,-5.00508462915592,-5.41485943230631,0.121040320176902,0.1189710143116285,-3.8661070589214948,-4.66273519549085
1937120,b3771,ilvD,dihydroxy-acid dehydratase (NCBI),-5.332732710306805,-5.22550445544205,-5.141178338310125,-5.13119679822161,-5.7886529972878495,-4.86649461637669,0.0261949177598502,-5.28118600726374,-5.427343129574044,-4.5238286754262145,-4.39444528718684,-0.025393135144491104,-5.7198626517574755,-5.445487738112015,-5.714377138828279,-4.81168126398202,-5.74752201000945,-4.93772455657421,-4.92283238376681,-4.35926151967933,-5.38535605752835,-5.44950309302752,-4.78680062557458,-5.059133360696411,-2.75083066772223,-5.3646503453425005,-3.73980963413704,-4.226912687878025,-3.7168054499911847,-4.125095600510555,-4.51194625283606,-1.638871615781765,-5.353259782119725,-5.25541374745138,-4.569011873002625,-5.24222999467111,-4.724923265487875,-4.633024111203355,-0.226038295472269,-4.706006089638516,-4.978971938639685,-5.435393632300505,-5.356152392489295,-5.503956738987535,0.02823181156715815,0.02367935171783475,-3.7300783451454302,-4.739004754068615
