Environment,Species,Pair,N,C,Aux1,Aux2,Mean,SEM,mono_aux1,Aux_OD_for_norm_mean1,Aux_OD_for_norm_sem1,mono_aux2,Aux_OD_for_norm_mean2,Aux_OD_for_norm_sem2,Auxs_growth_wo_AA,Norm_mean,Norm_sem,NS,CS,WT_mean,WT_sem,M_mean,M_sem,F_mean,F_sem,R_mean,R_sem,C_mean,C_sem,S_mean,S_sem,L_mean,L_sem,max_aux_mean,max_aux_sem,min_aux_mean,min_aux_sem
Ala + Fum,Bs,R+L,Ala,Fum,R,L,0.11183333333333334,0.021311056076860926,R,0.005333333333333333,0.0003333333333333334,L,0.005,0.0,0.010333333333333333,0.1015,0.02131366280633674,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.15666666666666665,0.0222076063045475,0.0295,0.0042485291572496005
Ala + Fum,Bs,S+L,Ala,Fum,S,L,0.016833333333333336,0.010678378986427565,S,0.005,0.0,L,0.005,0.0,0.01,0.006833333333333335,0.010678378986427565,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.15666666666666665,0.0222076063045475,0.06466666666666666,0.0040715817292273256
Ala + Fum,Bs,M+M,Ala,Fum,M,M,0.006833333333333334,0.0012224747213928164,M,0.006833333333333334,0.0012224747213928164,M,0.006833333333333334,0.0012224747213928164,0.013666666666666667,0.005,0.0021173883284209658,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.1045,0.00404763305319706,0.1045,0.00404763305319706
Ala + Fum,Bs,F+R,Ala,Fum,F,R,0.0375,0.0010878112581387148,F,0.010166666666666666,0.003936298317511574,R,0.005333333333333333,0.0003333333333333334,0.0155,0.022,0.0040974246654318,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005
Ala + Fum,Bs,M+R,Ala,Fum,M,R,0.04133333333333333,0.010108302418199494,M,0.006833333333333334,0.0012224747213928164,R,0.005333333333333333,0.0003333333333333334,0.012166666666666666,0.029166666666666667,0.010187410531304474,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.1045,0.00404763305319706,0.0295,0.0042485291572496005
Ala + Fum,Bs,R+R,Ala,Fum,R,R,0.005333333333333333,0.0003333333333333334,R,0.005333333333333333,0.0003333333333333334,R,0.005333333333333333,0.0003333333333333334,0.010666666666666666,0.005,0.0005773502691896258,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.0295,0.0042485291572496005,0.0295,0.0042485291572496005
Ala + Fum,Bs,C+S,Ala,Fum,C,S,0.005,0.0,C,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.06466666666666666,0.0040715817292273256,0.052,0.00995657236870869
Ala + Fum,Bs,F+S,Ala,Fum,F,S,0.019,0.0017888543819998316,F,0.010166666666666666,0.003936298317511574,S,0.005,0.0,0.015166666666666665,0.005,0.0043237072570242825,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.06466666666666666,0.0040715817292273256,0.04566666666666667,0.014905629063470543
Ala + Fum,Bs,M+S,Ala,Fum,M,S,0.011833333333333333,0.0019734346820820914,M,0.006833333333333334,0.0012224747213928164,S,0.005,0.0,0.011833333333333335,0.005,0.0023213980461973534,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.1045,0.00404763305319706,0.06466666666666666,0.0040715817292273256
Ala + Fum,Bs,R+S,Ala,Fum,R,S,0.026,0.0013165611772087667,R,0.005333333333333333,0.0003333333333333334,S,0.005,0.0,0.010333333333333333,0.015666666666666666,0.0013581032524975576,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.06466666666666666,0.0040715817292273256,0.0295,0.0042485291572496005
Ala + Fum,Bs,S+S,Ala,Fum,S,S,0.005,0.0,S,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.06466666666666666,0.0040715817292273256,0.06466666666666666,0.0040715817292273256
Ala + Fum,Bs,WT+WT,Ala,Fum,WT,WT,0.04466666666666667,0.013669105473455257,,,,,,,,0.04466666666666667,0.0,Ala,Fum,0.04466666666666667,0.013669105473455257,0.1045,0.00404763305319706,0.04566666666666667,0.014905629063470543,0.0295,0.0042485291572496005,0.052,0.00995657236870869,0.06466666666666666,0.0040715817292273256,0.15666666666666665,0.0222076063045475,0.04466666666666667,0.013669105473455257,0.04466666666666667,0.013669105473455257
Ala + Fum,Ec,C+C,Ala,Fum,C,C,0.005,0.0,C,0.005,0.0,C,0.005,0.0,0.01,0.005,0.0,Ala,Fum,0.5588333333333333,0.012644937502591477,0.6955,0.059849672792199375,0.5815,0.03025089530355535,0.359,0.020466232351526416,0.03266666666666667,0.0011450376024878448,0.10116666666666667,0.020528706188597902,0.28583333333333333,0.02284063143707819,0.03266666666666667,0.0011450376024878448,0.03266666666666667,0.0011450376024878448
Ala + Fum,Ec,F+C,Ala,Fum,F,C,0.04066666666666666,0.0008432740427115679,F,0.06266666666666666,0.005846176338238332,C,0.005,0.0,0.06766666666666667,0.005,0.005906681715556448,Ala,Fum,0.5588333333333333,0.012644937502591477,0.6955,0.059849672792199375,0.5815,0.03025089530355535,0.359,0.020466232351526416,0.03266666666666667,0.0011450376024878448,0.10116666666666667,0.020528706188597902,0.28583333333333333,0.02284063143707819,0.5815,0.03025089530355535,0.03266666666666667,0.0011450376024878448
Ala + Fum,Ec,M+C,Ala,Fum,M,C,0.007833333333333333,0.0003073181485764295,M,0.005,0.0,C,0.005,0.0,0.01,0.005,0.0003073181485764295,Ala,Fum,0.5588333333333333,0.012644937502591477,0.6955,0.059849672792199375,0.5815,0.03025089530355535,0.359,0.020466232351526416,0.03266666666666667,0.0011450376024878448,0.10116666666666667,0.020528706188597902,0.28583333333333333,0.02284063143707819,0.6955,0.059849672792199375,0.03266666666666667,0.0011450376024878448
Ala + Fum,Ec,R+C,Ala,Fum,R,C,0.009333333333333334,0.0004944132324730439,R,0.005,0.0,C,0.005,0.0,0.01,0.005,0.0004944132324730439,Ala,Fum,0.5588333333333333,0.012644937502591477,0.6955,0.059849672792199375,0.5815,0.03025089530355535,0.359,0.020466232351526416,0.03266666666666667,0.0011450376024878448,0.10116666666666667,0.020528706188597902,0.28583333333333333,0.02284063143707819,0.359,0.020466232351526416,0.03266666666666667,0.0011450376024878448
