Environment,Species,Pair,N,C,Aux1,Aux2,Mean,SEM,mono_aux1,Aux_OD_for_norm_mean1,Aux_OD_for_norm_sem1,mono_aux2,Aux_OD_for_norm_mean2,Aux_OD_for_norm_sem2,Auxs_growth_wo_AA,Norm_mean,Norm_sem,NS,CS,WT_mean,WT_sem,M_mean,M_sem,F_mean,F_sem,R_mean,R_sem,C_mean,C_sem,S_mean,S_sem,L_mean,L_sem,max_aux_mean,max_aux_sem,min_aux_mean,min_aux_sem
Asn + Fum,Bs,L+L,Asn,Fum,L,L,0.005,0.0,L,0.005,0.0,L,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.11166666666666668,0.011017158334969043,0.11166666666666668,0.011017158334969043
Asn + Fum,Bs,M+L,Asn,Fum,M,L,0.0535,0.018040232814462237,M,0.005999999999999999,0.0006831300510639733,L,0.005,0.0,0.011,0.042499999999999996,0.01805316223454126,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.11166666666666668,0.011017158334969043,0.09083333333333334,0.004874537015051902
Asn + Fum,Bs,R+L,Asn,Fum,R,L,0.1035,0.020766559657295187,R,0.006000000000000001,0.00044721359549995795,L,0.005,0.0,0.011000000000000001,0.0925,0.020771374533236842,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.11166666666666668,0.011017158334969043,0.03983333333333333,0.0024278476979506854
Asn + Fum,Bs,S+L,Asn,Fum,S,L,0.011500000000000002,0.0019790570145063195,S,0.005,0.0,L,0.005,0.0,0.01,0.005,0.0019790570145063195,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043
Asn + Fum,Bs,M+M,Asn,Fum,M,M,0.005999999999999999,0.0006831300510639733,M,0.005999999999999999,0.0006831300510639733,M,0.005999999999999999,0.0006831300510639733,0.011999999999999999,0.005,0.0011832159566199233,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.09083333333333334,0.004874537015051902,0.09083333333333334,0.004874537015051902
Asn + Fum,Bs,F+R,Asn,Fum,F,R,0.14516666666666667,0.01025155814715229,F,0.008,0.0011254628677422754,R,0.006000000000000001,0.00044721359549995795,0.014000000000000002,0.13116666666666665,0.010322844138662133,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854
Asn + Fum,Bs,M+R,Asn,Fum,M,R,0.14633333333333332,0.013908430696683377,M,0.005999999999999999,0.0006831300510639733,R,0.006000000000000001,0.00044721359549995795,0.012,0.1343333333333333,0.01393237636267091,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.09083333333333334,0.004874537015051902,0.03983333333333333,0.0024278476979506854
Asn + Fum,Bs,R+R,Asn,Fum,R,R,0.006000000000000001,0.00044721359549995795,R,0.006000000000000001,0.00044721359549995795,R,0.006000000000000001,0.00044721359549995795,0.012000000000000002,0.005,0.0007745966692414834,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.03983333333333333,0.0024278476979506854,0.03983333333333333,0.0024278476979506854
Asn + Fum,Bs,C+S,Asn,Fum,C,S,0.005333333333333333,0.00021081851067789194,C,0.005166666666666667,0.00016666666666666663,S,0.005,0.0,0.010166666666666668,0.005,0.00026874192494328496,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932
Asn + Fum,Bs,F+S,Asn,Fum,F,S,0.027333333333333334,0.0012560962454277846,F,0.008,0.0011254628677422754,S,0.005,0.0,0.013000000000000001,0.014333333333333333,0.0016865480854231355,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13933333333333334,0.04063058508616932,0.062,0.0030221405217715027
Asn + Fum,Bs,M+S,Asn,Fum,M,S,0.06933333333333333,0.058542102608104,M,0.005999999999999999,0.0006831300510639733,S,0.005,0.0,0.011,0.058333333333333334,0.0585460882078764,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13933333333333334,0.04063058508616932,0.09083333333333334,0.004874537015051902
Asn + Fum,Bs,R+S,Asn,Fum,R,S,0.14266666666666666,0.02245538787116456,R,0.006000000000000001,0.00044721359549995795,S,0.005,0.0,0.011000000000000001,0.13166666666666665,0.022459840703897355,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13933333333333334,0.04063058508616932,0.03983333333333333,0.0024278476979506854
Asn + Fum,Bs,S+S,Asn,Fum,S,S,0.005,0.0,S,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13933333333333334,0.04063058508616932,0.13933333333333334,0.04063058508616932
Asn + Fum,Bs,WT+WT,Asn,Fum,WT,WT,0.13416666666666666,0.007520712141221142,,,,,,,,0.13416666666666666,0.0,Asn,Fum,0.13416666666666666,0.007520712141221142,0.09083333333333334,0.004874537015051902,0.062,0.0030221405217715027,0.03983333333333333,0.0024278476979506854,0.19600000000000004,0.040665300523501195,0.13933333333333334,0.04063058508616932,0.11166666666666668,0.011017158334969043,0.13416666666666666,0.007520712141221142,0.13416666666666666,0.007520712141221142
Asn + Fum,Ec,C+C,Asn,Fum,C,C,0.005,0.0,C,0.005,0.0,C,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.055,0.001366260102127947,0.055,0.001366260102127947
Asn + Fum,Ec,F+C,Asn,Fum,F,C,0.020666666666666667,0.0014063348739819322,F,0.008333333333333333,0.002123937642943199,C,0.005,0.0,0.013333333333333332,0.007333333333333334,0.0025473297566057066,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3981666666666666,0.15151158738232237,0.055,0.001366260102127947
Asn + Fum,Ec,M+C,Asn,Fum,M,C,0.006833333333333334,0.0018333333333333333,M,0.005,0.0,C,0.005,0.0,0.01,0.005,0.0018333333333333333,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.055,0.001366260102127947
Asn + Fum,Ec,R+C,Asn,Fum,R,C,0.005166666666666667,0.0001666666666666667,R,0.0065,0.0013102162671355696,C,0.005,0.0,0.0115,0.005,0.0013207741837439298,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947
Asn + Fum,Ec,F+F,Asn,Fum,F,F,0.008333333333333333,0.002123937642943199,F,0.008333333333333333,0.002123937642943199,F,0.008333333333333333,0.002123937642943199,0.016666666666666666,0.005,0.0036787679096857056,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3981666666666666,0.15151158738232237,0.3981666666666666,0.15151158738232237
Asn + Fum,Ec,M+F,Asn,Fum,M,F,0.028,0.00496655480858378,M,0.005,0.0,F,0.008333333333333333,0.002123937642943199,0.013333333333333332,0.014666666666666668,0.0054016458397212405,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237
Asn + Fum,Ec,C+L,Asn,Fum,C,L,0.005,0.0,C,0.005,0.0,L,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.2733333333333333,0.07210208811893808,0.055,0.001366260102127947
Asn + Fum,Ec,F+L,Asn,Fum,F,L,0.028833333333333336,0.004407695290940355,F,0.008333333333333333,0.002123937642943199,L,0.005,0.0,0.013333333333333332,0.015500000000000003,0.004892738383450406,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3981666666666666,0.15151158738232237,0.2733333333333333,0.07210208811893808
Asn + Fum,Ec,L+L,Asn,Fum,L,L,0.005,0.0,L,0.005,0.0,L,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.2733333333333333,0.07210208811893808,0.2733333333333333,0.07210208811893808
Asn + Fum,Ec,M+L,Asn,Fum,M,L,0.016,0.0042347766568419315,M,0.005,0.0,L,0.005,0.0,0.01,0.006,0.0042347766568419315,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.2733333333333333,0.07210208811893808
Asn + Fum,Ec,R+L,Asn,Fum,R,L,0.01,0.0031622776601683794,R,0.0065,0.0013102162671355696,L,0.005,0.0,0.0115,0.005,0.003422961680572347,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.33433333333333337,0.03046819835682954,0.2733333333333333,0.07210208811893808
Asn + Fum,Ec,S+L,Asn,Fum,S,L,0.005,0.0,S,0.005,0.0,L,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.2733333333333333,0.07210208811893808,0.06083333333333333,0.026577454940439865
Asn + Fum,Ec,M+M,Asn,Fum,M,M,0.005,0.0,M,0.005,0.0,M,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.5830000000000001,0.11759336715988704
Asn + Fum,Ec,F+R,Asn,Fum,F,R,0.03183333333333333,0.001166666666666667,F,0.008333333333333333,0.002123937642943199,R,0.0065,0.0013102162671355696,0.014833333333333334,0.016999999999999998,0.0027547938015192517,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954
Asn + Fum,Ec,M+R,Asn,Fum,M,R,0.0345,0.0005627314338711381,M,0.005,0.0,R,0.0065,0.0013102162671355696,0.0115,0.023000000000000003,0.0014259499757471625,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.33433333333333337,0.03046819835682954
Asn + Fum,Ec,R+R,Asn,Fum,R,R,0.0065,0.0013102162671355696,R,0.0065,0.0013102162671355696,R,0.0065,0.0013102162671355696,0.013,0.005,0.002269361143582043,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.33433333333333337,0.03046819835682954,0.33433333333333337,0.03046819835682954
Asn + Fum,Ec,C+S,Asn,Fum,C,S,0.005,0.0,C,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.06083333333333333,0.026577454940439865,0.055,0.001366260102127947
Asn + Fum,Ec,F+S,Asn,Fum,F,S,0.02275,0.002286737122335374,F,0.008333333333333333,0.002123937642943199,S,0.005,0.0,0.013333333333333332,0.009416666666666667,0.0031209418094187173,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3981666666666666,0.15151158738232237,0.06083333333333333,0.026577454940439865
Asn + Fum,Ec,M+S,Asn,Fum,M,S,0.012499999999999999,0.0016482313753434822,M,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0016482313753434822,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.5830000000000001,0.11759336715988704,0.06083333333333333,0.026577454940439865
Asn + Fum,Ec,R+S,Asn,Fum,R,S,0.014166666666666666,0.0014240006242195887,R,0.0065,0.0013102162671355696,S,0.005,0.0,0.0115,0.005,0.001935056703159999,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.33433333333333337,0.03046819835682954,0.06083333333333333,0.026577454940439865
Asn + Fum,Ec,S+S,Asn,Fum,S,S,0.005,0.0,S,0.005,0.0,S,0.005,0.0,0.01,0.005,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.06083333333333333,0.026577454940439865,0.06083333333333333,0.026577454940439865
Asn + Fum,Ec,WT+WT,Asn,Fum,WT,WT,0.3183333333333333,0.12742727773562107,,,,,,,,0.3183333333333333,0.0,Asn,Fum,0.3183333333333333,0.12742727773562107,0.5830000000000001,0.11759336715988704,0.3981666666666666,0.15151158738232237,0.33433333333333337,0.03046819835682954,0.055,0.001366260102127947,0.06083333333333333,0.026577454940439865,0.2733333333333333,0.07210208811893808,0.3183333333333333,0.12742727773562107,0.3183333333333333,0.12742727773562107
Asn + Gluc,Bs,C+C,Asn,Gluc,C,C,0.0095,0.0027049337638224468,C,0.0095,0.0027049337638224468,C,0.0095,0.0027049337638224468,0.019,0.005,0.004685082710048992,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.20633333333333334,0.05011630916622297,0.20633333333333334,0.05011630916622297
Asn + Gluc,Bs,F+C,Asn,Gluc,F,C,0.03166666666666667,0.0015846485765339624,F,0.01,0.0008944271909999159,C,0.0095,0.0027049337638224468,0.0195,0.01216666666666667,0.0032600272664163074,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.20633333333333334,0.05011630916622297,0.14983333333333335,0.02175839556993524
Asn + Gluc,Bs,M+C,Asn,Gluc,M,C,0.01,0.0018797162906495576,M,0.010333333333333333,0.0034123957045519267,C,0.0095,0.0027049337638224468,0.019833333333333335,0.005,0.004742830847125421,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.2571666666666667,0.018928667265405784,0.20633333333333334,0.05011630916622297
Asn + Gluc,Bs,R+C,Asn,Gluc,R,C,0.05366666666666667,0.006479025989898311,R,0.010666666666666666,0.003963724398985266,C,0.0095,0.0027049337638224468,0.020166666666666666,0.0335,0.008062602281866295,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.20633333333333334,0.05011630916622297,0.0655,0.007653975002136689
Asn + Gluc,Bs,F+F,Asn,Gluc,F,F,0.01,0.0008944271909999159,F,0.01,0.0008944271909999159,F,0.01,0.0008944271909999159,0.02,0.005,0.0015491933384829668,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.14983333333333335,0.02175839556993524,0.14983333333333335,0.02175839556993524
Asn + Gluc,Bs,M+F,Asn,Gluc,M,F,0.08333333333333333,0.021070780189109697,M,0.010333333333333333,0.0034123957045519267,F,0.01,0.0008944271909999159,0.020333333333333335,0.063,0.02136404040021976,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524
Asn + Gluc,Bs,C+L,Asn,Gluc,C,L,0.017833333333333333,0.005712072984283182,C,0.0095,0.0027049337638224468,L,0.008166666666666668,0.0020069324297987156,0.017666666666666667,0.005,0.0066311554213592545,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.20633333333333334,0.05011630916622297,0.17116666666666666,0.012343464307523684
Asn + Gluc,Bs,F+L,Asn,Gluc,F,L,0.06033333333333333,0.006795423296438404,F,0.01,0.0008944271909999159,L,0.008166666666666668,0.0020069324297987156,0.018166666666666668,0.04216666666666666,0.00714181738464066,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.17116666666666666,0.012343464307523684,0.14983333333333335,0.02175839556993524
Asn + Gluc,Bs,L+L,Asn,Gluc,L,L,0.008166666666666668,0.0020069324297987156,L,0.008166666666666668,0.0020069324297987156,L,0.008166666666666668,0.0020069324297987156,0.016333333333333335,0.005,0.0034761089357690346,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.17116666666666666,0.012343464307523684,0.17116666666666666,0.012343464307523684
Asn + Gluc,Bs,M+L,Asn,Gluc,M,L,0.08666666666666667,0.03314278872461466,M,0.010333333333333333,0.0034123957045519267,L,0.008166666666666668,0.0020069324297987156,0.018500000000000003,0.06816666666666667,0.03337838622022741,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.2571666666666667,0.018928667265405784,0.17116666666666666,0.012343464307523684
Asn + Gluc,Bs,R+L,Asn,Gluc,R,L,0.14116666666666666,0.021538208942352758,R,0.010666666666666666,0.003963724398985266,L,0.008166666666666668,0.0020069324297987156,0.018833333333333334,0.12233333333333332,0.021991665087785717,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.17116666666666666,0.012343464307523684,0.0655,0.007653975002136689
Asn + Gluc,Bs,S+L,Asn,Gluc,S,L,0.0071666666666666675,0.001973434682082091,S,0.009666666666666665,0.0040960685758148355,L,0.008166666666666668,0.0020069324297987156,0.017833333333333333,0.005,0.0049699094559156705,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.17116666666666666,0.012343464307523684,0.08783333333333333,0.021345439273478956
Asn + Gluc,Bs,M+M,Asn,Gluc,M,M,0.010333333333333333,0.0034123957045519267,M,0.010333333333333333,0.0034123957045519267,M,0.010333333333333333,0.0034123957045519267,0.020666666666666667,0.005,0.005910442735813733,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.2571666666666667,0.018928667265405784,0.2571666666666667,0.018928667265405784
Asn + Gluc,Bs,F+R,Asn,Gluc,F,R,0.13233333333333333,0.013829115822945602,F,0.01,0.0008944271909999159,R,0.010666666666666666,0.003963724398985266,0.020666666666666667,0.11166666666666666,0.014413728024198163,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689
Asn + Gluc,Bs,M+R,Asn,Gluc,M,R,0.16383333333333333,0.020925927564732813,M,0.010333333333333333,0.0034123957045519267,R,0.010666666666666666,0.003963724398985266,0.020999999999999998,0.14283333333333334,0.021569654610122994,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.2571666666666667,0.018928667265405784,0.0655,0.007653975002136689
Asn + Gluc,Bs,R+R,Asn,Gluc,R,R,0.010666666666666666,0.003963724398985266,R,0.010666666666666666,0.003963724398985266,R,0.010666666666666666,0.003963724398985266,0.021333333333333333,0.005,0.006865372046242893,Asn,Gluc,0.2383333333333333,0.039142190933966786,0.2571666666666667,0.018928667265405784,0.14983333333333335,0.02175839556993524,0.0655,0.007653975002136689,0.20633333333333334,0.05011630916622297,0.08783333333333333,0.021345439273478956,0.17116666666666666,0.012343464307523684,0.0655,0.007653975002136689,0.0655,0.007653975002136689
