fold,block,repeat,rmse_increase,base_rmse,rmse_perm,n_test
4,Prototroph growth,3,-0.0009002065370632487,0.02721988158730925,0.026319675050246003,91
4,Prototroph growth,4,-0.0019800504818629702,0.02721988158730925,0.02523983110544628,91
4,Prototroph growth,5,-0.0011457944254689711,0.02721988158730925,0.02607408716184028,91
4,Prototroph growth,6,-0.0016161954134631985,0.02721988158730925,0.025603686173846053,91
4,Prototroph growth,7,-0.0010684330228051264,0.02721988158730925,0.026151448564504125,91
4,Prototroph growth,8,-0.0012136250736554527,0.02721988158730925,0.0260062565136538,91
4,Prototroph growth,9,-0.0004594033901886563,0.02721988158730925,0.026760478197120595,91
4,Environment,0,0.004962056462329716,0.02721988158730925,0.03218193804963897,91
4,Environment,1,0.005433178529810137,0.02721988158730925,0.03265306011711939,91
4,Environment,2,0.005170514279927867,0.02721988158730925,0.03239039586723712,91
4,Environment,3,0.006788153163299213,0.02721988158730925,0.034008034750608464,91
4,Environment,4,0.004139295285951097,0.02721988158730925,0.03135917687326035,91
4,Environment,5,0.004265467705290363,0.02721988158730925,0.031485349292599614,91
4,Environment,6,0.002976827089299701,0.02721988158730925,0.030196708676608952,91
4,Environment,7,0.004891874948947383,0.02721988158730925,0.032111756536256635,91
4,Environment,8,0.0052145835867615925,0.02721988158730925,0.032434465174070844,91
4,Environment,9,0.005110350652606489,0.02721988158730925,0.03233023223991574,91
4,Species,0,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,1,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,2,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,3,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,4,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,5,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,6,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,7,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,8,0.0,0.02721988158730925,0.02721988158730925,91
4,Species,9,0.0,0.02721988158730925,0.02721988158730925,91
4,AA requirements,0,-0.0007552542179473064,0.02721988158730925,0.026464627369361945,91
4,AA requirements,1,-0.0007528467400175591,0.02721988158730925,0.026467034847291692,91
4,AA requirements,2,-0.0007599500095845507,0.02721988158730925,0.0264599315777247,91
4,AA requirements,3,-0.0008831761698084029,0.02721988158730925,0.02633670541750085,91
4,AA requirements,4,-0.0008061293160137907,0.02721988158730925,0.02641375227129546,91
4,AA requirements,5,-0.0005806672931113199,0.02721988158730925,0.02663921429419793,91
4,AA requirements,6,-0.0008321772300336969,0.02721988158730925,0.026387704357275554,91
4,AA requirements,7,-0.0008096315290431269,0.02721988158730925,0.026410250058266124,91
4,AA requirements,8,-0.00013414989580057268,0.02721988158730925,0.02708573169150868,91
4,AA requirements,9,-0.0007018095545985419,0.02721988158730925,0.02651807203271071,91
5,Auxotroph type,0,0.012197497092210248,0.04742431530546852,0.05962181239767877,90
5,Auxotroph type,1,0.007584260199218054,0.04742431530546852,0.055008575504686574,90
5,Auxotroph type,2,0.013713524953603166,0.04742431530546852,0.06113784025907169,90
5,Auxotroph type,3,0.0124511242358162,0.04742431530546852,0.05987543954128472,90
5,Auxotroph type,4,0.011118227053686147,0.04742431530546852,0.05854254235915467,90
5,Auxotroph type,5,0.007621819985003671,0.04742431530546852,0.05504613529047219,90
5,Auxotroph type,6,0.010532673329599167,0.04742431530546852,0.05795698863506769,90
5,Auxotroph type,7,0.012891618217840864,0.04742431530546852,0.060315933523309384,90
5,Auxotroph type,8,0.011184884591748864,0.04742431530546852,0.058609199897217384,90
5,Auxotroph type,9,0.008393980981738755,0.04742431530546852,0.055818296287207275,90
5,Prototroph growth,0,0.0002287926368045451,0.04742431530546852,0.047653107942273065,90
5,Prototroph growth,1,0.0021212963795234838,0.04742431530546852,0.049545611684992004,90
5,Prototroph growth,2,0.0033549805502172472,0.04742431530546852,0.05077929585568577,90
5,Prototroph growth,3,0.003513186679608149,0.04742431530546852,0.05093750198507667,90
5,Prototroph growth,4,0.001325590014591392,0.04742431530546852,0.04874990532005991,90
5,Prototroph growth,5,0.0025305466647964486,0.04742431530546852,0.04995486197026497,90
5,Prototroph growth,6,0.0036255224082978113,0.04742431530546852,0.05104983771376633,90
5,Prototroph growth,7,0.0026849320026935547,0.04742431530546852,0.050109247308162075,90
5,Prototroph growth,8,0.00237258053577194,0.04742431530546852,0.04979689584124046,90
5,Prototroph growth,9,0.005077006272531159,0.04742431530546852,0.05250132157799968,90
5,Environment,0,0.0003433606376808049,0.04742431530546852,0.047767675943149325,90
5,Environment,1,-3.686118070858613e-05,0.04742431530546852,0.047387454124759934,90
5,Environment,2,0.0019419869301918816,0.04742431530546852,0.0493663022356604,90
5,Environment,3,0.0032989679419389503,0.04742431530546852,0.05072328324740747,90
5,Environment,4,0.000586553405408724,0.04742431530546852,0.048010868710877244,90
5,Environment,5,3.9515895251446276e-05,0.04742431530546852,0.047463831200719966,90
5,Environment,6,0.0024673879186937198,0.04742431530546852,0.04989170322416224,90
5,Environment,7,0.0017876576534324104,0.04742431530546852,0.04921197295890093,90
5,Environment,8,0.0004927029422536616,0.04742431530546852,0.04791701824772218,90
5,Environment,9,0.0015050651108355143,0.04742431530546852,0.048929380416304034,90
5,Species,0,0.010645183104103291,0.04742431530546852,0.05806949840957181,90
5,Species,1,0.011155357355435408,0.04742431530546852,0.05857967266090393,90
5,Species,2,0.008050126802905275,0.04742431530546852,0.055474442108373795,90
5,Species,3,0.009876961972878094,0.04742431530546852,0.057301277278346614,90
5,Species,4,0.010124676881071201,0.04742431530546852,0.05754899218653972,90
5,Species,5,0.008079723095514683,0.04742431530546852,0.055504038400983204,90
5,Species,6,0.00770917132839246,0.04742431530546852,0.05513348663386098,90
5,Species,7,0.011614140435206026,0.04742431530546852,0.059038455740674546,90
5,Species,8,0.011986851712462998,0.04742431530546852,0.05941116701793152,90
5,Species,9,0.012345936573319033,0.04742431530546852,0.05977025187878755,90
5,AA requirements,0,0.002171051533372631,0.04742431530546852,0.04959536683884115,90
5,AA requirements,1,0.0039220623951616435,0.04742431530546852,0.051346377700630164,90
5,AA requirements,2,0.0030520621054676775,0.04742431530546852,0.0504763774109362,90
5,AA requirements,3,0.003905665665092241,0.04742431530546852,0.05132998097056076,90
5,AA requirements,4,0.003574186403499248,0.04742431530546852,0.05099850170896777,90
5,AA requirements,5,0.0015350749949160011,0.04742431530546852,0.04895939030038452,90
5,AA requirements,6,0.0026863973164373695,0.04742431530546852,0.05011071262190589,90
