fold,block,repeat,rmse_increase,base_rmse,rmse_perm,n_test
13,Environment,7,0.0016423796929862199,0.025196314451819274,0.026838694144805494,96
13,Environment,8,0.002095256723642188,0.025196314451819274,0.027291571175461462,96
13,Environment,9,1.594782927681962e-05,0.025196314451819274,0.025212262281096093,96
13,Species,0,0.0041610052639013476,0.025196314451819274,0.02935731971572062,96
13,Species,1,0.00400157002844977,0.025196314451819274,0.029197884480269044,96
13,Species,2,0.001778179869786168,0.025196314451819274,0.026974494321605442,96
13,Species,3,0.0016616465148746734,0.025196314451819274,0.026857960966693947,96
13,Species,4,0.0025417711989675802,0.025196314451819274,0.027738085650786854,96
13,Species,5,0.0016221416968804567,0.025196314451819274,0.02681845614869973,96
13,Species,6,0.002061050961715768,0.025196314451819274,0.02725736541353504,96
13,Species,7,0.004920166727852268,0.025196314451819274,0.030116481179671542,96
13,Species,8,0.003808567262385709,0.025196314451819274,0.029004881714204983,96
13,Species,9,0.0003306562463762791,0.025196314451819274,0.025526970698195553,96
13,AA requirements,0,-0.0016757061079618815,0.025196314451819274,0.023520608343857392,96
13,AA requirements,1,-0.001431406045777909,0.025196314451819274,0.023764908406041365,96
13,AA requirements,2,-0.001385417453321533,0.025196314451819274,0.02381089699849774,96
13,AA requirements,3,-0.0020651955689655575,0.025196314451819274,0.023131118882853716,96
13,AA requirements,4,-0.00016299828673398478,0.025196314451819274,0.02503331616508529,96
13,AA requirements,5,-0.0018633857995437458,0.025196314451819274,0.023332928652275528,96
13,AA requirements,6,-0.0020815556491177896,0.025196314451819274,0.023114758802701484,96
13,AA requirements,7,-0.001973009862156965,0.025196314451819274,0.02322330458966231,96
13,AA requirements,8,-0.000546981134380134,0.025196314451819274,0.02464933331743914,96
13,AA requirements,9,-0.001287003534949923,0.025196314451819274,0.02390931091686935,96
14,Auxotroph type,0,0.014445681046755657,0.04700420173066039,0.061449882777416046,95
14,Auxotroph type,1,0.014254416346802412,0.04700420173066039,0.0612586180774628,95
14,Auxotroph type,2,0.016014172402189983,0.04700420173066039,0.06301837413285037,95
14,Auxotroph type,3,0.01837962690117903,0.04700420173066039,0.06538382863183942,95
14,Auxotroph type,4,0.016263958706306536,0.04700420173066039,0.06326816043696692,95
14,Auxotroph type,5,0.01608071933110823,0.04700420173066039,0.06308492106176862,95
14,Auxotroph type,6,0.010035830559457622,0.04700420173066039,0.05704003229011801,95
14,Auxotroph type,7,0.017050600018455944,0.04700420173066039,0.06405480174911633,95
14,Auxotroph type,8,0.011129180654078835,0.04700420173066039,0.058133382384739224,95
14,Auxotroph type,9,0.020271196920805645,0.04700420173066039,0.06727539865146603,95
14,Prototroph growth,0,0.008086581854426643,0.04700420173066039,0.05509078358508703,95
14,Prototroph growth,1,0.00886637441032375,0.04700420173066039,0.05587057614098414,95
14,Prototroph growth,2,0.007733759127577511,0.04700420173066039,0.0547379608582379,95
14,Prototroph growth,3,0.0061685162207300165,0.04700420173066039,0.053172717951390405,95
14,Prototroph growth,4,0.00817952469863243,0.04700420173066039,0.05518372642929282,95
14,Prototroph growth,5,0.006614845348902172,0.04700420173066039,0.05361904707956256,95
14,Prototroph growth,6,0.005209297414709491,0.04700420173066039,0.05221349914536988,95
14,Prototroph growth,7,0.009744496707645073,0.04700420173066039,0.05674869843830546,95
14,Prototroph growth,8,0.007538677197794441,0.04700420173066039,0.05454287892845483,95
14,Prototroph growth,9,0.0036636896847288478,0.04700420173066039,0.050667891415389237,95
14,Environment,0,0.010670547997359572,0.04700420173066039,0.05767474972801996,95
14,Environment,1,0.009065677106262916,0.04700420173066039,0.056069878836923305,95
14,Environment,2,0.006170879574819772,0.04700420173066039,0.05317508130548016,95
14,Environment,3,0.010682479373949318,0.04700420173066039,0.057686681104609706,95
14,Environment,4,0.009779233214007685,0.04700420173066039,0.056783434944668074,95
14,Environment,5,0.011881949917929499,0.04700420173066039,0.05888615164858989,95
14,Environment,6,0.014205661192436006,0.04700420173066039,0.061209862923096395,95
14,Environment,7,0.005936116455450467,0.04700420173066039,0.052940318186110856,95
14,Environment,8,0.012706042605765848,0.04700420173066039,0.05971024433642624,95
14,Environment,9,0.010107570253163577,0.04700420173066039,0.057111771983823965,95
14,Species,0,0.007175021137000907,0.04700420173066039,0.054179222867661296,95
14,Species,1,0.006346726046738048,0.04700420173066039,0.05335092777739844,95
14,Species,2,0.003616253849456734,0.04700420173066039,0.05062045558011712,95
14,Species,3,0.003206875800793478,0.04700420173066039,0.05021107753145387,95
14,Species,4,0.008525939064361214,0.04700420173066039,0.0555301407950216,95
14,Species,5,0.004237314638498267,0.04700420173066039,0.051241516369158656,95
14,Species,6,0.00314452996401169,0.04700420173066039,0.05014873169467208,95
14,Species,7,0.005075295971486357,0.04700420173066039,0.052079497702146746,95
14,Species,8,0.004856877234112003,0.04700420173066039,0.05186107896477239,95
14,Species,9,0.006428587171457785,0.04700420173066039,0.053432788902118174,95
14,AA requirements,0,0.0019325718268325826,0.04700420173066039,0.04893677355749297,95
14,AA requirements,1,0.0028526655141453763,0.04700420173066039,0.049856867244805765,95
14,AA requirements,2,0.002566246687884785,0.04700420173066039,0.049570448418545174,95
14,AA requirements,3,0.002281839360814983,0.04700420173066039,0.04928604109147537,95
14,AA requirements,4,0.0028526422404085913,0.04700420173066039,0.04985684397106898,95
14,AA requirements,5,0.0024364149918807976,0.04700420173066039,0.049440616722541186,95
14,AA requirements,6,0.0031234551161366045,0.04700420173066039,0.05012765684679699,95
14,AA requirements,7,0.001960407756195201,0.04700420173066039,0.04896460948685559,95
14,AA requirements,8,0.002157340267228372,0.04700420173066039,0.04916154199788876,95
14,AA requirements,9,0.0023422985090183895,0.04700420173066039,0.04934650023967878,95
15,Auxotroph type,0,0.011229111697558847,0.02589496363688187,0.03712407533444072,80
15,Auxotroph type,1,0.00957567419745348,0.02589496363688187,0.03547063783433535,80
15,Auxotroph type,2,0.009110834581340623,0.02589496363688187,0.03500579821822249,80
15,Auxotroph type,3,0.010762868140747898,0.02589496363688187,0.03665783177762977,80
15,Auxotroph type,4,0.012731784360923534,0.02589496363688187,0.038626747997805404,80
15,Auxotroph type,5,0.012654502191249698,0.02589496363688187,0.03854946582813157,80
15,Auxotroph type,6,0.011937424433584972,0.02589496363688187,0.03783238807046684,80
15,Auxotroph type,7,0.011561300208433,0.02589496363688187,0.03745626384531487,80
15,Auxotroph type,8,0.01467153467926997,0.02589496363688187,0.04056649831615184,80
15,Auxotroph type,9,0.0130180197171554,0.02589496363688187,0.03891298335403727,80
15,Prototroph growth,0,0.01255407126751468,0.02589496363688187,0.03844903490439655,80
15,Prototroph growth,1,0.011315774619485405,0.02589496363688187,0.037210738256367275,80
15,Prototroph growth,2,0.012971961480119806,0.02589496363688187,0.038866925117001676,80
15,Prototroph growth,3,0.01196123906860257,0.02589496363688187,0.03785620270548444,80
15,Prototroph growth,4,0.007713426086582601,0.02589496363688187,0.03360838972346447,80
15,Prototroph growth,5,0.009719103471127043,0.02589496363688187,0.035614067108008914,80
15,Prototroph growth,6,0.013768630038031849,0.02589496363688187,0.03966359367491372,80
15,Prototroph growth,7,0.007274853961733243,0.02589496363688187,0.03316981759861511,80
15,Prototroph growth,8,0.00668673418484499,0.02589496363688187,0.03258169782172686,80
15,Prototroph growth,9,0.010548718593011878,0.02589496363688187,0.03644368222989375,80
15,Environment,0,0.010380329592865448,0.02589496363688187,0.03627529322974732,80
15,Environment,1,0.010308290828674026,0.02589496363688187,0.0362032544655559,80
15,Environment,2,0.005851828519234607,0.02589496363688187,0.03174679215611648,80
15,Environment,3,0.008379909342141719,0.02589496363688187,0.03427487297902359,80
15,Environment,4,0.009734970979322254,0.02589496363688187,0.035629934616204124,80
15,Environment,5,0.0080238756297983,0.02589496363688187,0.03391883926668017,80
15,Environment,6,0.006459682772671654,0.02589496363688187,0.032354646409553524,80
15,Environment,7,0.005974503718667531,0.02589496363688187,0.0318694673555494,80
15,Environment,8,0.009842435422347282,0.02589496363688187,0.03573739905922915,80
15,Environment,9,0.011545685710421586,0.02589496363688187,0.037440649347303456,80
15,Species,0,0.008242778313718026,0.02589496363688187,0.0341377419505999,80
15,Species,1,0.017739579183866806,0.02589496363688187,0.043634542820748676,80
15,Species,2,0.01301899211946422,0.02589496363688187,0.03891395575634609,80
15,Species,3,0.0165983595742412,0.02589496363688187,0.04249332321112307,80
15,Species,4,0.01542134559684184,0.02589496363688187,0.04131630923372371,80
15,Species,5,0.01493384712882238,0.02589496363688187,0.04082881076570425,80
15,Species,6,0.015725955052943098,0.02589496363688187,0.04162091868982497,80
15,Species,7,0.01593826917365503,0.02589496363688187,0.0418332328105369,80
15,Species,8,0.01633229111963062,0.02589496363688187,0.04222725475651249,80
15,Species,9,0.0164465720498561,0.02589496363688187,0.04234153568673797,80
15,AA requirements,0,0.0033187821691444096,0.02589496363688187,0.02921374580602628,80
15,AA requirements,1,0.0023079562932634343,0.02589496363688187,0.028202919930145304,80
15,AA requirements,2,0.0026261134951261166,0.02589496363688187,0.028521077132007987,80
15,AA requirements,3,0.00036112042988363166,0.02589496363688187,0.026256084066765502,80
15,AA requirements,4,0.0016494100681437758,0.02589496363688187,0.027544373705025646,80
15,AA requirements,5,0.0029444857943463736,0.02589496363688187,0.028839449431228244,80
15,AA requirements,6,0.0010107440446886391,0.02589496363688187,0.02690570768157051,80
15,AA requirements,7,0.0029672026501593556,0.02589496363688187,0.028862166287041226,80
15,AA requirements,8,0.001884896495007185,0.02589496363688187,0.027779860131889055,80
15,AA requirements,9,0.00224558759855761,0.02589496363688187,0.02814055123543948,80
16,Auxotroph type,0,0.013949357379673757,0.01984269071122152,0.033792048090895276,75
16,Auxotroph type,1,0.013802685101551786,0.01984269071122152,0.033645375812773305,75
16,Auxotroph type,2,0.014226736961436132,0.01984269071122152,0.03406942767265765,75
16,Auxotroph type,3,0.012563207904710164,0.01984269071122152,0.03240589861593168,75
16,Auxotroph type,4,0.011404157731683625,0.01984269071122152,0.031246848442905144,75
16,Auxotroph type,5,0.01593112078591773,0.01984269071122152,0.03577381149713925,75
16,Auxotroph type,6,0.012373183382937015,0.01984269071122152,0.032215874094158534,75
16,Auxotroph type,7,0.013072537068857307,0.01984269071122152,0.032915227780078826,75
16,Auxotroph type,8,0.011260517980465876,0.01984269071122152,0.031103208691687395,75
16,Auxotroph type,9,0.012646466225508388,0.01984269071122152,0.03248915693672991,75
16,Prototroph growth,0,0.0038996612706448837,0.01984269071122152,0.023742351981866402,75
16,Prototroph growth,1,-0.001488365755590932,0.01984269071122152,0.018354324955630587,75
16,Prototroph growth,2,0.0004304086267780845,0.01984269071122152,0.020273099337999603,75
16,Prototroph growth,3,0.004895989062849413,0.01984269071122152,0.024738679774070932,75
16,Prototroph growth,4,0.0024659252481865103,0.01984269071122152,0.02230861595940803,75
16,Prototroph growth,5,0.0006874252557407742,0.01984269071122152,0.020530115966962293,75
16,Prototroph growth,6,-0.001445299265975676,0.01984269071122152,0.018397391445245843,75
16,Prototroph growth,7,0.0034826590476212116,0.01984269071122152,0.02332534975884273,75
16,Prototroph growth,8,0.0014133221581470352,0.01984269071122152,0.021256012869368554,75
16,Prototroph growth,9,0.0015239061652628817,0.01984269071122152,0.0213665968764844,75
16,Environment,0,0.0045866026576024885,0.01984269071122152,0.024429293368824007,75
16,Environment,1,0.0004778011786354258,0.01984269071122152,0.020320491889856945,75
16,Environment,2,0.0048568397861220025,0.01984269071122152,0.02469953049734352,75
16,Environment,3,0.004918020848724055,0.01984269071122152,0.024760711559945574,75
16,Environment,4,0.004734780507270216,0.01984269071122152,0.024577471218491735,75
16,Environment,5,0.003499943461220262,0.01984269071122152,0.02334263417244178,75
16,Environment,6,0.0015373930645405341,0.01984269071122152,0.021380083775762053,75
16,Environment,7,0.004403123474720303,0.01984269071122152,0.024245814185941822,75
16,Environment,8,0.006318751184941754,0.01984269071122152,0.026161441896163273,75
16,Environment,9,0.003679712646307901,0.01984269071122152,0.02352240335752942,75
16,Species,0,0.020963988651833246,0.01984269071122152,0.040806679363054765,75
16,Species,1,0.01919044254113547,0.01984269071122152,0.03903313325235699,75
16,Species,2,0.015274785714285626,0.01984269071122152,0.035117476425507145,75
16,Species,3,0.012267420828437053,0.01984269071122152,0.03211011153965857,75
16,Species,4,0.01734555405864972,0.01984269071122152,0.03718824476987124,75
16,Species,5,0.015138742060802794,0.01984269071122152,0.03498143277202431,75
16,Species,6,0.0140000901144906,0.01984269071122152,0.03384278082571212,75
16,Species,7,0.01778204276715804,0.01984269071122152,0.03762473347837956,75
16,Species,8,0.017595702837400164,0.01984269071122152,0.03743839354862168,75
16,Species,9,0.01849677900935533,0.01984269071122152,0.03833946972057685,75
16,AA requirements,0,0.002865873871079401,0.01984269071122152,0.02270856458230092,75
16,AA requirements,1,0.003825275133531779,0.01984269071122152,0.023667965844753298,75
16,AA requirements,2,0.0021362000959200267,0.01984269071122152,0.021978890807141545,75
16,AA requirements,3,0.0026563292348318543,0.01984269071122152,0.022499019946053373,75
16,AA requirements,4,0.004190836936080456,0.01984269071122152,0.024033527647301975,75
16,AA requirements,5,0.002958415881720272,0.01984269071122152,0.02280110659294179,75
16,AA requirements,6,0.002289062710881834,0.01984269071122152,0.022131753422103353,75
16,AA requirements,7,0.0028843544856178814,0.01984269071122152,0.0227270451968394,75
16,AA requirements,8,0.002671263958743071,0.01984269071122152,0.02251395466996459,75
16,AA requirements,9,0.004424114217366489,0.01984269071122152,0.024266804928588008,75
17,Auxotroph type,0,0.024611125401504917,0.03940965907799108,0.064020784479496,66
17,Auxotroph type,1,0.01754068387753485,0.03940965907799108,0.05695034295552593,66
17,Auxotroph type,2,0.023205535427597103,0.03940965907799108,0.06261519450558818,66
17,Auxotroph type,3,0.018954164059394707,0.03940965907799108,0.058363823137385785,66
17,Auxotroph type,4,0.01837226139389548,0.03940965907799108,0.05778192047188656,66
17,Auxotroph type,5,0.022476692352972005,0.03940965907799108,0.061886351430963084,66
17,Auxotroph type,6,0.02142808936375025,0.03940965907799108,0.06083774844174133,66
17,Auxotroph type,7,0.016950565189836647,0.03940965907799108,0.056360224267827726,66
17,Auxotroph type,8,0.018220883642870687,0.03940965907799108,0.057630542720861766,66
17,Auxotroph type,9,0.025886633286511952,0.03940965907799108,0.06529629236450303,66
17,Prototroph growth,0,0.01679060256461476,0.03940965907799108,0.05620026164260584,66
17,Prototroph growth,1,0.017159474001849466,0.03940965907799108,0.056569133079840545,66
17,Prototroph growth,2,0.016293519661996096,0.03940965907799108,0.055703178739987175,66
17,Prototroph growth,3,0.01765706191468714,0.03940965907799108,0.05706672099267822,66
17,Prototroph growth,4,0.019467958610980836,0.03940965907799108,0.058877617688971914,66
17,Prototroph growth,5,0.018214274892556864,0.03940965907799108,0.05762393397054794,66
17,Prototroph growth,6,0.014755630289216455,0.03940965907799108,0.054165289367207534,66
17,Prototroph growth,7,0.016416895499190585,0.03940965907799108,0.055826554577181664,66
17,Prototroph growth,8,0.01661553744351975,0.03940965907799108,0.05602519652151083,66
17,Prototroph growth,9,0.018148368649842428,0.03940965907799108,0.057558027727833506,66
17,Environment,0,0.010755553505221394,0.03940965907799108,0.05016521258321247,66
17,Environment,1,0.010521216194487558,0.03940965907799108,0.049930875272478636,66
17,Environment,2,0.01086639465752897,0.03940965907799108,0.05027605373552005,66
17,Environment,3,0.01433856306989463,0.03940965907799108,0.05374822214788571,66
17,Environment,4,0.011506189601121056,0.03940965907799108,0.050915848679112134,66
17,Environment,5,0.016892722962609935,0.03940965907799108,0.056302382040601014,66
17,Environment,6,0.008425350682813595,0.03940965907799108,0.047835009760804674,66
17,Environment,7,0.011776059807355972,0.03940965907799108,0.05118571888534705,66
17,Environment,8,0.010775673665664932,0.03940965907799108,0.05018533274365601,66
17,Environment,9,0.011795334575955212,0.03940965907799108,0.05120499365394629,66
17,Species,0,0.004176901902932427,0.03940965907799108,0.043586560980923506,66
17,Species,1,0.006556369683104864,0.03940965907799108,0.04596602876109594,66
17,Species,2,0.008408015410032867,0.03940965907799108,0.047817674488023945,66
17,Species,3,0.006706060466477919,0.03940965907799108,0.046115719544469,66
17,Species,4,0.0010295853740081157,0.03940965907799108,0.040439244451999194,66
17,Species,5,0.004844574281198291,0.03940965907799108,0.04425423335918937,66
17,Species,6,0.0005570020024657785,0.03940965907799108,0.03996666108045686,66
17,Species,7,0.011349101628171203,0.03940965907799108,0.05075876070616228,66
17,Species,8,0.006580235367076283,0.03940965907799108,0.04598989444506736,66
17,Species,9,0.007498536070064572,0.03940965907799108,0.04690819514805565,66
17,AA requirements,0,0.002847347506429572,0.03940965907799108,0.04225700658442065,66
17,AA requirements,1,0.0022434219310178624,0.03940965907799108,0.04165308100900894,66
17,AA requirements,2,0.0033006667052804736,0.03940965907799108,0.04271032578327155,66
17,AA requirements,3,0.002438573382345266,0.03940965907799108,0.041848232460336345,66
17,AA requirements,4,0.0026058337721891825,0.03940965907799108,0.04201549285018026,66
17,AA requirements,5,0.004221812897577455,0.03940965907799108,0.043631471975568534,66
17,AA requirements,6,0.0029050484674620347,0.03940965907799108,0.04231470754545311,66
17,AA requirements,7,0.0033009478307834544,0.03940965907799108,0.04271060690877453,66
17,AA requirements,8,0.003983281819822208,0.03940965907799108,0.04339294089781329,66
17,AA requirements,9,0.00293961323984452,0.03940965907799108,0.0423492723178356,66
18,Auxotroph type,0,0.0038196577774247953,0.01937264893152993,0.023192306708954724,57
18,Auxotroph type,1,0.007511220084520903,0.01937264893152993,0.026883869016050832,57
18,Auxotroph type,2,0.005956815699182862,0.01937264893152993,0.02532946463071279,57
18,Auxotroph type,3,0.007157447342290197,0.01937264893152993,0.026530096273820126,57
18,Auxotroph type,4,0.008586647349004169,0.01937264893152993,0.027959296280534097,57
18,Auxotroph type,5,0.0035306753538967388,0.01937264893152993,0.022903324285426668,57
18,Auxotroph type,6,0.006103382219547201,0.01937264893152993,0.02547603115107713,57
18,Auxotroph type,7,0.007359556306047149,0.01937264893152993,0.026732205237577078,57
18,Auxotroph type,8,0.009195639806225547,0.01937264893152993,0.028568288737755475,57
18,Auxotroph type,9,0.006524414384636173,0.01937264893152993,0.0258970633161661,57
18,Prototroph growth,0,0.006610917048761534,0.01937264893152993,0.025983565980291463,57
18,Prototroph growth,1,0.0074777862546528615,0.01937264893152993,0.02685043518618279,57
18,Prototroph growth,2,0.008727963572728654,0.01937264893152993,0.028100612504258583,57
18,Prototroph growth,3,0.011162326606256323,0.01937264893152993,0.030534975537786252,57
18,Prototroph growth,4,0.011879257434122166,0.01937264893152993,0.031251906365652095,57
18,Prototroph growth,5,0.007015009388891737,0.01937264893152993,0.026387658320421666,57
18,Prototroph growth,6,0.00926763079096466,0.01937264893152993,0.02864027972249459,57
18,Prototroph growth,7,0.006077451619124919,0.01937264893152993,0.025450100550654848,57
18,Prototroph growth,8,0.005219824062820962,0.01937264893152993,0.02459247299435089,57
18,Prototroph growth,9,0.0009511098277409716,0.01937264893152993,0.0203237587592709,57
18,Environment,0,0.009510170244702052,0.01937264893152993,0.02888281917623198,57
18,Environment,1,0.0031639415067559185,0.01937264893152993,0.022536590438285847,57
18,Environment,2,0.005196659408464505,0.01937264893152993,0.024569308339994433,57
18,Environment,3,0.00599604279022866,0.01937264893152993,0.02536869172175859,57
18,Environment,4,0.004589357638061373,0.01937264893152993,0.023962006569591302,57
18,Environment,5,0.0059060744631098325,0.01937264893152993,0.02527872339463976,57
18,Environment,6,0.0043386847582244335,0.01937264893152993,0.023711333689754362,57
18,Environment,7,0.007216884180141735,0.01937264893152993,0.026589533111671664,57
18,Environment,8,0.008156955594510351,0.01937264893152993,0.02752960452604028,57
18,Environment,9,0.005898137758015485,0.01937264893152993,0.025270786689545414,57
18,Species,0,0.0038046919788700673,0.01937264893152993,0.023177340910399996,57
18,Species,1,0.009967294706582402,0.01937264893152993,0.02933994363811233,57
18,Species,2,0.007517281393778288,0.01937264893152993,0.026889930325308217,57
18,Species,3,0.010982911706482988,0.01937264893152993,0.030355560638012917,57
18,Species,4,0.005279931721517278,0.01937264893152993,0.024652580653047207,57
18,Species,5,0.00842155192513595,0.01937264893152993,0.02779420085666588,57
18,Species,6,0.010998035761516312,0.01937264893152993,0.03037068469304624,57
18,Species,7,0.0068651999328848,0.01937264893152993,0.02623784886441473,57
18,Species,8,0.013059384045910068,0.01937264893152993,0.032432032977439997,57
18,Species,9,0.01114245200414744,0.01937264893152993,0.03051510093567737,57
18,AA requirements,0,0.0008441570985482302,0.01937264893152993,0.02021680603007816,57
18,AA requirements,1,0.0038088009538641623,0.01937264893152993,0.02318144988539409,57
18,AA requirements,2,0.0024692596544508352,0.01937264893152993,0.021841908585980764,57
18,AA requirements,3,0.00319252829173005,0.01937264893152993,0.02256517722325998,57
18,AA requirements,4,0.0028144716874665757,0.01937264893152993,0.022187120618996505,57
18,AA requirements,5,0.003737100868504522,0.01937264893152993,0.02310974980003445,57
18,AA requirements,6,0.002375854993507384,0.01937264893152993,0.021748503925037313,57
18,AA requirements,7,0.0040749530366051175,0.01937264893152993,0.023447601968135046,57
18,AA requirements,8,0.003505420349836988,0.01937264893152993,0.022878069281366917,57
18,AA requirements,9,0.0021330072955251453,0.01937264893152993,0.021505656227055074,57
19,Auxotroph type,0,0.010580851275526316,0.026024198934009302,0.03660505020953562,61
19,Auxotroph type,1,0.012433003080710821,0.026024198934009302,0.038457202014720124,61
19,Auxotroph type,2,0.01425376568722279,0.026024198934009302,0.04027796462123209,61
19,Auxotroph type,3,0.00779726453990549,0.026024198934009302,0.03382146347391479,61
19,Auxotroph type,4,0.011452673911825684,0.026024198934009302,0.03747687284583499,61
19,Auxotroph type,5,0.01083785598485321,0.026024198934009302,0.03686205491886251,61
19,Auxotroph type,6,0.01187960108970534,0.026024198934009302,0.03790380002371464,61
19,Auxotroph type,7,0.009263165638460257,0.026024198934009302,0.03528736457246956,61
19,Auxotroph type,8,0.010933829534369967,0.026024198934009302,0.03695802846837927,61
19,Auxotroph type,9,0.01103953045106176,0.026024198934009302,0.03706372938507106,61
19,Prototroph growth,0,0.0014857517594486433,0.026024198934009302,0.027509950693457946,61
19,Prototroph growth,1,0.0009715476784226372,0.026024198934009302,0.02699574661243194,61
19,Prototroph growth,2,0.000429958874720901,0.026024198934009302,0.026454157808730203,61
19,Prototroph growth,3,-0.00028564379877646026,0.026024198934009302,0.025738555135232842,61
19,Prototroph growth,4,0.0018689396895425654,0.026024198934009302,0.027893138623551868,61
19,Prototroph growth,5,0.0004940709494060322,0.026024198934009302,0.026518269883415335,61
19,Prototroph growth,6,0.0022977570877891623,0.026024198934009302,0.028321956021798465,61
19,Prototroph growth,7,-0.0010681587601775039,0.026024198934009302,0.0249560401738318,61
19,Prototroph growth,8,-0.0014165743654486057,0.026024198934009302,0.024607624568560697,61
19,Prototroph growth,9,0.0008405055844304989,0.026024198934009302,0.0268647045184398,61
19,Environment,0,-0.0002523940225184172,0.026024198934009302,0.025771804911490885,61
19,Environment,1,0.00016220992835238798,0.026024198934009302,0.02618640886236169,61
19,Environment,2,0.002652804892700762,0.026024198934009302,0.028677003826710065,61
19,Environment,3,-0.0019428846547845033,0.026024198934009302,0.0240813142792248,61
19,Environment,4,0.00021800569996377125,0.026024198934009302,0.026242204633973074,61
19,Environment,5,0.0013750577969572977,0.026024198934009302,0.0273992567309666,61
19,Environment,6,0.0009726653310942607,0.026024198934009302,0.026996864265103563,61
19,Environment,7,0.00046900395189028443,0.026024198934009302,0.026493202885899587,61
19,Environment,8,0.0034052288551784486,0.026024198934009302,0.02942942778918775,61
19,Environment,9,0.002503776807125886,0.026024198934009302,0.02852797574113519,61
19,Species,0,0.01860181915149132,0.026024198934009302,0.044626018085500624,61
19,Species,1,0.014746274968652624,0.026024198934009302,0.040770473902661926,61
19,Species,2,0.014416245597865213,0.026024198934009302,0.040440444531874516,61
19,Species,3,0.015017268197109478,0.026024198934009302,0.04104146713111878,61
19,Species,4,0.015245401266398697,0.026024198934009302,0.041269600200408,61
19,Species,5,0.009661701608174509,0.026024198934009302,0.03568590054218381,61
19,Species,6,0.01838781025335461,0.026024198934009302,0.04441200918736391,61
19,Species,7,0.017754619771123786,0.026024198934009302,0.04377881870513309,61
19,Species,8,0.010335044495434136,0.026024198934009302,0.03635924342944344,61
19,Species,9,0.01110285188619647,0.026024198934009302,0.03712705082020577,61
19,AA requirements,0,0.0027291831115483466,0.026024198934009302,0.02875338204555765,61
19,AA requirements,1,0.001430487575528494,0.026024198934009302,0.027454686509537796,61
19,AA requirements,2,0.003289894267364854,0.026024198934009302,0.029314093201374156,61
19,AA requirements,3,0.0008525579287682189,0.026024198934009302,0.02687675686277752,61
19,AA requirements,4,0.002853131276572555,0.026024198934009302,0.028877330210581857,61
19,AA requirements,5,0.0017991594566513502,0.026024198934009302,0.027823358390660653,61
19,AA requirements,6,0.00260657996886067,0.026024198934009302,0.028630778902869972,61
19,AA requirements,7,0.0014846233065403044,0.026024198934009302,0.027508822240549607,61
19,AA requirements,8,0.002115324981546797,0.026024198934009302,0.0281395239155561,61
19,AA requirements,9,0.002448214319736238,0.026024198934009302,0.02847241325374554,61
20,Auxotroph type,0,0.015087757431168913,0.0361926356133831,0.051280393044552015,80
20,Auxotroph type,1,0.013599338966163596,0.0361926356133831,0.0497919745795467,80
20,Auxotroph type,2,0.019207872776421477,0.0361926356133831,0.05540050838980458,80
20,Auxotroph type,3,0.017559058017342595,0.0361926356133831,0.0537516936307257,80
20,Auxotroph type,4,0.015744421531021673,0.0361926356133831,0.051937057144404775,80
20,Auxotroph type,5,0.0170771743936161,0.0361926356133831,0.0532698100069992,80
20,Auxotroph type,6,0.009301471904731337,0.0361926356133831,0.04549410751811444,80
20,Auxotroph type,7,0.015246218729090696,0.0361926356133831,0.0514388543424738,80
20,Auxotroph type,8,0.017090983306077723,0.0361926356133831,0.053283618919460825,80
20,Auxotroph type,9,0.012983106108432133,0.0361926356133831,0.049175741721815235,80
20,Prototroph growth,0,-0.002218894396376854,0.0361926356133831,0.03397374121700625,80
20,Prototroph growth,1,0.005829188564369973,0.0361926356133831,0.042021824177753075,80
20,Prototroph growth,2,-0.0012400821152311267,0.0361926356133831,0.034952553498151975,80
20,Prototroph growth,3,-0.0011647439406721125,0.0361926356133831,0.03502789167271099,80
20,Prototroph growth,4,-0.0004800548012982575,0.0361926356133831,0.035712580812084845,80
20,Prototroph growth,5,0.006858225698113361,0.0361926356133831,0.04305086131149646,80
20,Prototroph growth,6,0.003877530842229339,0.0361926356133831,0.04007016645561244,80
20,Prototroph growth,7,-0.002006937594045237,0.0361926356133831,0.034185698019337865,80
20,Prototroph growth,8,-0.00011659658068667589,0.0361926356133831,0.036076039032696426,80
20,Prototroph growth,9,-0.0022128521007016844,0.0361926356133831,0.03397978351268142,80
20,Environment,0,0.005177990989036964,0.0361926356133831,0.041370626602420066,80
20,Environment,1,0.004871498495314493,0.0361926356133831,0.041064134108697595,80
20,Environment,2,0.002570896690619058,0.0361926356133831,0.03876353230400216,80
20,Environment,3,0.004892918763594656,0.0361926356133831,0.04108555437697776,80
20,Environment,4,0.005273045001152207,0.0361926356133831,0.04146568061453531,80
20,Environment,5,0.0013447901911742138,0.0361926356133831,0.037537425804557316,80
20,Environment,6,0.004642138680116148,0.0361926356133831,0.04083477429349925,80
20,Environment,7,0.006820433334255263,0.0361926356133831,0.043013068947638365,80
20,Environment,8,0.004422017121115195,0.0361926356133831,0.0406146527344983,80
20,Environment,9,0.00019238757197346384,0.0361926356133831,0.036385023185356566,80
20,Species,0,0.018790588279938215,0.0361926356133831,0.05498322389332132,80
20,Species,1,0.01934912328916883,0.0361926356133831,0.05554175890255193,80
20,Species,2,0.011229683627540725,0.0361926356133831,0.04742231924092383,80
20,Species,3,0.011490458886589956,0.0361926356133831,0.04768309449997306,80
