name	short	t0set	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	u
set1IT090	Gly-DL-Asp (N)	6/19/2014 Keio_ML9_set1	90	1405909	0	955527	947392	166	618.5	259.844212835985	0.366613480987017	0.167775531072202	0.658383570190526	0.645434697320285	0.213988720175718	0.0215744739103275	-0.0817702750593671	2.17683563558285	TRUE
set1IT091	Gly-Glu (N)	6/19/2014 Keio_ML9_set1	91	1733251	0	1177208	1166203	203	618.5	319.858200767965	0.334478937347658	0.17120669284482	0.693896872274321	0.645434697320285	0.212362875290446	0.0542415470965091	-0.0568887051941648	5.48227614485036	TRUE
set1IT092	Gly-Glu (N)	6/19/2014 Keio_ML9_set1	92	1514995	0	1030224	1020473	176.5	618.5	279.888370817334	0.296154925136795	0.193860182205563	0.675377795943374	0.645434697320285	0.203715777735853	0.0238210511349424	-0.0651214261601076	5.39523229985863	TRUE
set1IT093	casaminos (N)	6/19/2014 Keio_ML9_set1	93	1376079	0	936920	928897	167	618.5	254.771530444323	0.241026383026869	0.152465212513485	0.660513533728333	0.645434697320285	0.163043415973907	0.00347307866900529	-0.0446090950259687	2.72390381479704	TRUE
set1IT094	casaminos (N)	6/19/2014 Keio_ML9_set1	94	1610995	0	1097671	1088312	195	618.5	298.494788809654	0.218702783384232	0.150670695656534	0.652866565222959	0.645434697320285	0.19830507272568	0.0221792822794821	-0.0475275198066182	2.98656204666365	TRUE
set1IT095	Putrescine (N)	6/19/2014 Keio_ML9_set1	95	1744035	0	1181906	1171464	197	618.5	321.30115194734	0.472842282571892	0.17997527605516	0.680822516128672	0.645434697320285	0.328237291929463	0.0601581315348074	-0.0958460794912781	4.56481402647518	TRUE
set1IT096	Putrescine (N)	6/19/2014 Keio_ML9_set1	96	1762088	0	1196637	1186584	206	618.5	325.44816236972	0.445876539298782	0.159213244996154	0.661719699705193	0.645434697320285	0.296758855083559	0.0639391289043469	-0.101133391785139	2.59595882137159	TRUE
set2IT024	LB	6/24/2014 Keio_ML9_set2	99	1011975	0	690534	684539	123	93	187.75068568294	0.0835877994373833	0.224010897728411	0.662965012722429	0.633872101202103	0.0573273579779711	0.0712973181178529	0.0773339281755527	1.73887889422584	FALSE
set2IT034	LB	6/24/2014 Keio_ML9_set2	100	1016790	0	693155	687113	125	93	188.456664838179	0.0598253458695281	0.24021663991868	0.662965012722429	0.633872101202103	0.0398527768494022	0.0368737110298546	0.0760534960542686	2.36375534783239	FALSE
set2IT045	LB	6/30/2014 Keio_ML9_set2	103	1036557	0	707202	700968	127	203	192.256719692814	0.0976223153929266	0.20248122805052	0.659771088369694	0.637429920615292	0.11666512383383	0.040451625991675	0.0745401639158613	1.28783262564577	FALSE
set2IT055	LB	6/30/2014 Keio_ML9_set2	104	1040614	0	710113	703904	127	203	193.061985737795	0.0861835476412757	0.201444552125197	0.664815808410371	0.637429920615292	0.0828917961689496	0.00381194509570451	0.0732724489094982	1.1838239286931	FALSE
